system:index,groups,label,.geo
2,"[{classification=0, sum=0.0}, {classification=1, sum=83.0}, {classification=3, sum=239153.3411764709}, {classification=4, sum=27987.26274509802}, {classification=5, sum=12820.0}, {classification=6, sum=1556.4705882352941}]",3,"{""type"":""Polygon"",""coordinates"":[[[20.97139,56.00624959587458],[21.556105082644528,56.00624959587458],[21.556105082644528,56.17751439381187],[20.97139,56.17751439381187],[20.97139,56.00624959587458]]]}"
3,"[{classification=0, sum=0.0}, {classification=1, sum=443.9686274509804}, {classification=2, sum=46.0}, {classification=3, sum=867648.7176470566}, {classification=4, sum=99818.65098039217}, {classification=5, sum=5934.941176470588}, {classification=6, sum=7546.635294117645}]",4,"{""type"":""Polygon"",""coordinates"":[[[20.97139,56.17751439381187],[21.556105082644528,56.17751439381187],[21.556105082644528,56.34877919174916],[20.97139,56.34877919174916],[20.97139,56.17751439381187]]]}"
4,"[{classification=0, sum=0.0}, {classification=1, sum=651.7490196078431}, {classification=2, sum=80.0}, {classification=3, sum=1543104.7529411698}, {classification=4, sum=229811.82745098046}, {classification=5, sum=8103.1176470588225}, {classification=6, sum=90342.77647058823}]",5,"{""type"":""Polygon"",""coordinates"":[[[20.97139,56.34877919174916],[21.556105082644528,56.34877919174916],[21.556105082644528,56.52004398968645],[20.97139,56.52004398968645],[20.97139,56.34877919174916]]]}"
5,"[{classification=0, sum=0.0}, {classification=1, sum=1311.0}, {classification=2, sum=62.0}, {classification=3, sum=2099018.9176470437}, {classification=4, sum=146005.05098039258}, {classification=5, sum=22147.43137254902}, {classification=6, sum=32832.18823529412}]",6,"{""type"":""Polygon"",""coordinates"":[[[20.97139,56.52004398968645],[21.556105082644528,56.52004398968645],[21.556105082644528,56.69130878762374],[20.97139,56.69130878762374],[20.97139,56.52004398968645]]]}"
6,"[{classification=0, sum=0.0}, {classification=1, sum=459.0}, {classification=2, sum=60.0}, {classification=3, sum=962578.0470588241}, {classification=4, sum=121460.31372549022}, {classification=5, sum=13628.764705882353}, {classification=6, sum=7953.270588235293}]",7,"{""type"":""Polygon"",""coordinates"":[[[20.97139,56.69130878762374],[21.556105082644528,56.69130878762374],[21.556105082644528,56.86257358556103],[20.97139,56.86257358556103],[20.97139,56.69130878762374]]]}"
7,"[{classification=0, sum=0.0}, {classification=1, sum=193.0}, {classification=2, sum=28.0}, {classification=3, sum=357886.0588235295}, {classification=4, sum=95414.35294117649}, {classification=5, sum=2980.0}, {classification=6, sum=7479.458823529409}]",8,"{""type"":""Polygon"",""coordinates"":[[[20.97139,56.86257358556103],[21.556105082644528,56.86257358556103],[21.556105082644528,57.03383838349832],[20.97139,57.03383838349832],[20.97139,56.86257358556103]]]}"
8,"[{classification=0, sum=0.0}, {classification=1, sum=142.87450980392157}, {classification=2, sum=2.0}, {classification=3, sum=201342.41176470587}, {classification=4, sum=57374.1647058825}, {classification=5, sum=3385.0}, {classification=6, sum=4299.199999999998}]",9,"{""type"":""Polygon"",""coordinates"":[[[20.97139,57.03383838349832],[21.556105082644528,57.03383838349832],[21.556105082644528,57.20510318143561],[20.97139,57.20510318143561],[20.97139,57.03383838349832]]]}"
9,"[{classification=0, sum=0.0}, {classification=1, sum=112.0}, {classification=2, sum=10.0}, {classification=3, sum=221498.6470588236}, {classification=4, sum=20261.662745098016}, {classification=5, sum=19830.62745098039}, {classification=6, sum=2871.3882352941177}]",10,"{""type"":""Polygon"",""coordinates"":[[[20.97139,57.20510318143561],[21.556105082644528,57.20510318143561],[21.556105082644528,57.3763679793729],[20.97139,57.3763679793729],[20.97139,57.20510318143561]]]}"
10,"[{classification=0, sum=0.0}, {classification=1, sum=2.0}, {classification=3, sum=8278.270588235288}, {classification=4, sum=10408.235294117636}, {classification=5, sum=255.0}, {classification=6, sum=6795.152941176473}]",11,"{""type"":""Polygon"",""coordinates"":[[[20.97139,57.3763679793729],[21.556105082644528,57.3763679793729],[21.556105082644528,57.54763277731019],[20.97139,57.54763277731019],[20.97139,57.3763679793729]]]}"
18,"[{classification=0, sum=0.0}, {classification=1, sum=40.49411764705882}, {classification=2, sum=4.0}, {classification=3, sum=180802.0470588237}, {classification=4, sum=539.8745098039217}, {classification=5, sum=841.9411764705883}, {classification=6, sum=1148.164705882353}]",19,"{""type"":""Polygon"",""coordinates"":[[[21.556105082644528,56.17751439381187],[22.140820165289057,56.17751439381187],[22.140820165289057,56.34877919174916],[21.556105082644528,56.34877919174916],[21.556105082644528,56.17751439381187]]]}"
