system:index,groups,label,.geo
2,"[{classification=0, sum=0.0}, {classification=1, sum=61.576470588235296}, {classification=3, sum=176658.94117647075}, {classification=4, sum=18542.901960784282}, {classification=5, sum=12086.803921568628}, {classification=6, sum=367.7647058823529}]",3,"{""type"":""Polygon"",""coordinates"":[[[20.97139,56.00624959587458],[21.556105082644528,56.00624959587458],[21.556105082644528,56.17751439381187],[20.97139,56.17751439381187],[20.97139,56.00624959587458]]]}"
3,"[{classification=0, sum=0.0}, {classification=1, sum=398.843137254902}, {classification=2, sum=14.0}, {classification=3, sum=712932.1647058814}, {classification=4, sum=43215.654901960785}, {classification=5, sum=14239.058823529413}, {classification=6, sum=1544.7058823529412}]",4,"{""type"":""Polygon"",""coordinates"":[[[20.97139,56.17751439381187],[21.556105082644528,56.17751439381187],[21.556105082644528,56.34877919174916],[20.97139,56.34877919174916],[20.97139,56.17751439381187]]]}"
4,"[{classification=0, sum=0.0}, {classification=1, sum=579.7529411764706}, {classification=2, sum=34.0}, {classification=3, sum=1375860.988235288}, {classification=4, sum=237376.7843137256}, {classification=5, sum=15471.21568627451}, {classification=6, sum=34046.89411764706}]",5,"{""type"":""Polygon"",""coordinates"":[[[20.97139,56.34877919174916],[21.556105082644528,56.34877919174916],[21.556105082644528,56.52004398968645],[20.97139,56.52004398968645],[20.97139,56.34877919174916]]]}"
5,"[{classification=0, sum=0.0}, {classification=1, sum=625.356862745098}, {classification=2, sum=108.0}, {classification=3, sum=1428885.52941176}, {classification=4, sum=116803.15294117687}, {classification=5, sum=22054.98039215686}, {classification=6, sum=31383.105882352964}]",6,"{""type"":""Polygon"",""coordinates"":[[[20.97139,56.52004398968645],[21.556105082644528,56.52004398968645],[21.556105082644528,56.69130878762374],[20.97139,56.69130878762374],[20.97139,56.52004398968645]]]}"
6,"[{classification=0, sum=0.0}, {classification=1, sum=341.5019607843137}, {classification=2, sum=36.0}, {classification=3, sum=562084.4117647061}, {classification=4, sum=26663.733333333337}, {classification=5, sum=27486.235294117643}, {classification=6, sum=1777.4823529411765}]",7,"{""type"":""Polygon"",""coordinates"":[[[20.97139,56.69130878762374],[21.556105082644528,56.69130878762374],[21.556105082644528,56.86257358556103],[20.97139,56.86257358556103],[20.97139,56.69130878762374]]]}"
7,"[{classification=0, sum=0.0}, {classification=1, sum=124.0}, {classification=2, sum=2.0}, {classification=3, sum=114592.10588235306}, {classification=4, sum=5039.247058823531}, {classification=5, sum=5356.882352941177}, {classification=6, sum=547.4117647058823}]",8,"{""type"":""Polygon"",""coordinates"":[[[20.97139,56.86257358556103],[21.556105082644528,56.86257358556103],[21.556105082644528,57.03383838349832],[20.97139,57.03383838349832],[20.97139,56.86257358556103]]]}"
8,"[{classification=0, sum=0.0}, {classification=1, sum=107.0}, {classification=2, sum=4.0}, {classification=3, sum=160984.09411764698}, {classification=4, sum=9009.850980392126}, {classification=5, sum=4843.196078431372}, {classification=6, sum=714.4705882352944}]",9,"{""type"":""Polygon"",""coordinates"":[[[20.97139,57.03383838349832],[21.556105082644528,57.03383838349832],[21.556105082644528,57.20510318143561],[20.97139,57.20510318143561],[20.97139,57.03383838349832]]]}"
9,"[{classification=0, sum=0.0}, {classification=1, sum=69.0}, {classification=2, sum=12.0}, {classification=3, sum=180657.47058823536}, {classification=4, sum=5892.847058823532}, {classification=5, sum=24680.43137254902}, {classification=6, sum=1145.6705882352942}]",10,"{""type"":""Polygon"",""coordinates"":[[[20.97139,57.20510318143561],[21.556105082644528,57.20510318143561],[21.556105082644528,57.3763679793729],[20.97139,57.3763679793729],[20.97139,57.20510318143561]]]}"
10,"[{classification=0, sum=0.0}, {classification=2, sum=6.0}, {classification=3, sum=10920.176470588214}, {classification=4, sum=9220.847058823516}, {classification=5, sum=241.2549019607843}, {classification=6, sum=6664.094117647063}]",11,"{""type"":""Polygon"",""coordinates"":[[[20.97139,57.3763679793729],[21.556105082644528,57.3763679793729],[21.556105082644528,57.54763277731019],[20.97139,57.54763277731019],[20.97139,57.3763679793729]]]}"
18,"[{classification=0, sum=0.0}, {classification=1, sum=58.0}, {classification=2, sum=4.0}, {classification=3, sum=128535.89411764732}, {classification=4, sum=444.0}, {classification=5, sum=1030.0}, {classification=6, sum=96.0}]",19,"{""type"":""Polygon"",""coordinates"":[[[21.556105082644528,56.17751439381187],[22.140820165289057,56.17751439381187],[22.140820165289057,56.34877919174916],[21.556105082644528,56.34877919174916],[21.556105082644528,56.17751439381187]]]}"
