system:index,groups,label,.geo
2,"[{classification=0, sum=0.0}, {classification=1, sum=197.0}, {classification=2, sum=8.0}, {classification=3, sum=227753.8117647062}, {classification=4, sum=35086.41568627453}, {classification=5, sum=15838.47058823529}, {classification=6, sum=2806.0705882352936}]",3,"{""type"":""Polygon"",""coordinates"":[[[20.97139,56.00624959587458],[21.556105082644528,56.00624959587458],[21.556105082644528,56.17751439381187],[20.97139,56.17751439381187],[20.97139,56.00624959587458]]]}"
3,"[{classification=0, sum=0.0}, {classification=1, sum=603.9960784313726}, {classification=2, sum=44.0}, {classification=3, sum=926635.9764705853}, {classification=4, sum=117364.61176470606}, {classification=5, sum=9798.980392156864}, {classification=6, sum=7345.670588235293}]",4,"{""type"":""Polygon"",""coordinates"":[[[20.97139,56.17751439381187],[21.556105082644528,56.17751439381187],[21.556105082644528,56.34877919174916],[20.97139,56.34877919174916],[20.97139,56.17751439381187]]]}"
4,"[{classification=0, sum=0.0}, {classification=1, sum=1154.9960784313726}, {classification=2, sum=48.0}, {classification=3, sum=1426780.4117646997}, {classification=4, sum=330081.3960784315}, {classification=5, sum=9605.627450980392}, {classification=6, sum=45687.43529411765}]",5,"{""type"":""Polygon"",""coordinates"":[[[20.97139,56.34877919174916],[21.556105082644528,56.34877919174916],[21.556105082644528,56.52004398968645],[20.97139,56.52004398968645],[20.97139,56.34877919174916]]]}"
5,"[{classification=0, sum=0.0}, {classification=1, sum=1059.7450980392157}, {classification=2, sum=88.0}, {classification=3, sum=1876904.6705882354}, {classification=4, sum=158687.34117647115}, {classification=5, sum=11762.78431372549}, {classification=6, sum=56886.564705882396}]",6,"{""type"":""Polygon"",""coordinates"":[[[20.97139,56.52004398968645],[21.556105082644528,56.52004398968645],[21.556105082644528,56.69130878762374],[20.97139,56.69130878762374],[20.97139,56.52004398968645]]]}"
6,"[{classification=0, sum=0.0}, {classification=1, sum=561.3725490196078}, {classification=2, sum=48.0}, {classification=3, sum=844928.7882352944}, {classification=4, sum=171920.06274509805}, {classification=5, sum=11840.0}, {classification=6, sum=7947.764705882353}]",7,"{""type"":""Polygon"",""coordinates"":[[[20.97139,56.69130878762374],[21.556105082644528,56.69130878762374],[21.556105082644528,56.86257358556103],[20.97139,56.86257358556103],[20.97139,56.69130878762374]]]}"
7,"[{classification=0, sum=0.0}, {classification=1, sum=276.9686274509804}, {classification=2, sum=22.0}, {classification=3, sum=324583.2000000001}, {classification=4, sum=85859.074509804}, {classification=5, sum=9011.254901960785}, {classification=6, sum=3784.729411764706}]",8,"{""type"":""Polygon"",""coordinates"":[[[20.97139,56.86257358556103],[21.556105082644528,56.86257358556103],[21.556105082644528,57.03383838349832],[20.97139,57.03383838349832],[20.97139,56.86257358556103]]]}"
8,"[{classification=0, sum=0.0}, {classification=1, sum=67.0}, {classification=2, sum=8.0}, {classification=3, sum=385870.7882352923}, {classification=4, sum=18837.176470588238}, {classification=5, sum=1310.0}, {classification=6, sum=1352.2117647058822}]",9,"{""type"":""Polygon"",""coordinates"":[[[20.97139,57.03383838349832],[21.556105082644528,57.03383838349832],[21.556105082644528,57.20510318143561],[20.97139,57.20510318143561],[20.97139,57.03383838349832]]]}"
9,"[{classification=0, sum=0.0}, {classification=1, sum=38.0}, {classification=2, sum=12.0}, {classification=3, sum=293994.5294117648}, {classification=4, sum=11132.454901960771}, {classification=5, sum=23425.0}, {classification=6, sum=1980.2117647058826}]",10,"{""type"":""Polygon"",""coordinates"":[[[20.97139,57.20510318143561],[21.556105082644528,57.20510318143561],[21.556105082644528,57.3763679793729],[20.97139,57.3763679793729],[20.97139,57.20510318143561]]]}"
10,"[{classification=0, sum=0.0}, {classification=3, sum=8405.658823529408}, {classification=4, sum=11281.49019607841}, {classification=5, sum=155.0}, {classification=6, sum=8353.458823529414}]",11,"{""type"":""Polygon"",""coordinates"":[[[20.97139,57.3763679793729],[21.556105082644528,57.3763679793729],[21.556105082644528,57.54763277731019],[20.97139,57.54763277731019],[20.97139,57.3763679793729]]]}"
18,"[{classification=0, sum=0.0}, {classification=1, sum=170.9686274509804}, {classification=2, sum=8.0}, {classification=3, sum=147875.9058823532}, {classification=4, sum=1492.3764705882354}, {classification=5, sum=541.3725490196078}, {classification=6, sum=810.9176470588236}]",19,"{""type"":""Polygon"",""coordinates"":[[[21.556105082644528,56.17751439381187],[22.140820165289057,56.17751439381187],[22.140820165289057,56.34877919174916],[21.556105082644528,56.34877919174916],[21.556105082644528,56.17751439381187]]]}"
