"","label","class","pixels","area","year"
"286",54,"3",1160872.04705881,34826161.4117644,1989
"287",55,"3",748010.07058823,22440302.1176469,1989
"288",56,"3",135024.494117647,4050734.82352942,1989
"289",65,"3",2728690.35294117,81860710.5882351,1989
"290",66,"3",2729848.42352939,81895452.7058817,1989
"291",67,"3",1381305.94117647,41439178.235294,1989
"292",68,"3",719651.447058823,21589543.4117647,1989
"293",69,"3",7113.28235294119,213398.470588236,1989
"294",79,"3",1109700,33290999.9999999,1989
"295",80,"3",2959266.88235294,88778006.4705883,1989
"296",81,"3",1908387.62352939,57251628.7058818,1989
"297",82,"3",1038604.10588235,31158123.1764706,1989
"298",83,"3",1060538.51764706,31816155.5294118,1989
"299",84,"3",482660.552941176,14479816.5882353,1989
"300",85,"3",88626.5882352944,2658797.64705883,1989
"301",86,"3",151584.517647059,4547535.52941178,1989
"302",87,"3",108396.188235294,3251885.64705883,1989
"303",88,"3",232867.741176471,6986032.23529412,1989
"304",94,"3",292087.211764706,8762616.35294119,1989
"305",95,"3",1266152.38823529,37984571.6470588,1989
"306",96,"3",1281703.09411764,38451092.8235292,1989
"307",97,"3",1455518.22352941,43665546.7058824,1989
"308",98,"3",1341598.8117647,40247964.3529411,1989
"309",99,"3",1301102.69411765,39033080.8235295,1989
"310",100,"3",1185065.08235294,35551952.4705882,1989
"311",101,"3",1121523.48235294,33645704.4705882,1989
"312",102,"3",1000897.51764706,30026925.5294118,1989
"313",103,"3",987203.352941177,29616100.5882353,1989
"314",104,"3",358334.141176471,10750024.2352941,1989
"315",109,"3",1555343.44705882,46660303.4117645,1989
"316",110,"3",660318.894117644,19809566.8235293,1989
"317",111,"3",1533666.64705882,46009999.4117647,1989
"318",112,"3",1392630.52941177,41778915.8823529,1989
"319",113,"3",1339814.0117647,40194420.352941,1989
"320",114,"3",1074346.11764706,32230383.5294117,1989
"321",115,"3",1552417.83529411,46572535.0588234,1989
"322",116,"3",1804319.54117646,54129586.2352939,1989
"323",117,"3",1744916.44705882,52347493.4117647,1989
"324",118,"3",1633280.17647058,48998405.2941175,1989
"325",119,"3",1134766.27058822,34042988.1176467,1989
"326",122,"3",608167.047058823,18245011.4117647,1989
"327",123,"3",1740410.85882353,52212325.764706,1989
"328",124,"3",1719712.85882353,51591385.7647059,1989
"329",125,"3",1714409.84705882,51432295.4117645,1989
"330",126,"3",1442839.71764704,43285191.5294113,1989
"331",127,"3",1511196.44705882,45335893.4117647,1989
"332",128,"3",1284334.35294117,38530030.5882352,1989
"333",129,"3",1320434.95294118,39613048.5882353,1989
"334",130,"3",1175313.22352941,35259396.7058823,1989
"335",131,"3",1922193.29411765,57665798.8235295,1989
"336",132,"3",904711.988235295,27141359.6470588,1989
"337",133,"3",918374.235294118,27551227.0588235,1989
"338",136,"3",1413511.10588235,42405333.1764706,1989
"339",137,"3",2009468.17647058,60284045.2941174,1989
"340",138,"3",2355460.65882353,70663819.764706,1989
"341",139,"3",2327456.74117647,69823702.2352941,1989
"342",140,"3",1964796.09411765,58943882.8235295,1989
"343",141,"3",1718287.6,51548628,1989
"344",142,"3",2076597.75294118,62297932.5882353,1989
"345",143,"3",1483768.82352941,44513064.7058823,1989
"346",144,"3",1949885.2117647,58496556.3529409,1989
"347",145,"3",1147893.25882353,34436797.7647059,1989
"348",146,"3",1253643.78823529,37609313.6470588,1989
"349",147,"3",205462.352941177,6163870.58823531,1989
"350",151,"3",340206.752941177,10206202.5882353,1989
"351",152,"3",1928535.62352941,57856068.7058822,1989
"352",153,"3",1779620.63529412,53388619.0588235,1989
"353",154,"3",1420105.90588235,42603177.1764704,1989
"354",155,"3",2539317.16470588,76179514.9411763,1989
"355",156,"3",2317564.78823527,69526943.6470582,1989
"356",157,"3",1747071.30588235,52412139.1764705,1989
"357",158,"3",1516060.23529411,45481807.0588234,1989
"358",159,"3",1538852.77647059,46165583.2941176,1989
"359",160,"3",1530414.97647058,45912449.2941174,1989
"360",161,"3",1248422.98823529,37452689.6470588,1989
"361",162,"3",185018.764705883,5550562.94117648,1989
"362",166,"3",230783.352941177,6923500.5882353,1989
"363",167,"3",1144217.48235294,34326524.4705881,1989
"364",168,"3",1802710.45882353,54081313.7647059,1989
"365",169,"3",1480522.47058824,44415674.1176471,1989
"366",170,"3",2101531.14117646,63045934.2352938,1989
"367",171,"3",2083843.48235294,62515304.4705881,1989
"368",172,"3",1925608.11764706,57768243.5294118,1989
"369",173,"3",1121001.30588235,33630039.1764705,1989
"370",174,"3",1084411.45882354,32532343.7647061,1989
"371",175,"3",795573.223529407,23867196.7058822,1989
"372",176,"3",356355.705882352,10690671.1764706,1989
"373",183,"3",121344.8,3640344,1989
"374",184,"3",497499,14924970,1989
"375",185,"3",607592.929411763,18227787.8823529,1989
"376",186,"3",139255.211764706,4177656.35294119,1989
"377",3,"1",131,3930,1990
"378",4,"1",322.874509803922,9686.23529411765,1990
"379",5,"1",840.125490196078,25203.7647058824,1990
"380",6,"1",664.125490196078,19923.7647058824,1990
"381",7,"1",315,9450,1990
"382",8,"1",133,3990,1990
"383",9,"1",124.247058823529,3727.41176470588,1990
"384",10,"1",63.8705882352941,1916.11764705882,1990
"385",11,"3",7260.64705882353,217819.411764706,1990
"386",19,"1",82,2460,1990
"387",20,"1",470.874509803922,14126.2352941176,1990
"388",21,"1",492.874509803922,14786.2352941176,1990
"389",22,"1",715.498039215686,21464.9411764706,1990
"390",23,"1",421.501960784314,12645.0588235294,1990
"391",24,"1",291.741176470588,8752.23529411765,1990
"392",25,"1",340.117647058824,10203.5294117647,1990
"393",26,"1",168,5040,1990
"394",27,"1",25,750,1990
"395",35,"1",285.996078431373,8579.88235294118,1990
"396",36,"1",527,15810,1990
"397",37,"1",509.501960784314,15285.0588235294,1990
"398",38,"1",500.498039215686,15014.9411764706,1990
"399",39,"1",432.996078431373,12989.8823529412,1990
"400",40,"1",460.992156862745,13829.7647058824,1990
"401",41,"1",279,8370,1990
"402",42,"1",102,3060,1990
"403",43,"1",12,360,1990
"404",49,"1",308.274509803922,9248.23529411765,1990
"405",50,"1",2907.44705882353,87223.4117647059,1990
"406",51,"1",1363.62352941176,40908.7058823529,1990
"407",52,"1",1093.75294117647,32812.5882352941,1990
"408",53,"1",765.749019607843,22972.4705882353,1990
"409",54,"1",694.247058823529,20827.4117647059,1990
"410",55,"1",486,14580,1990
"411",56,"1",59.156862745098,1774.70588235294,1990
"412",64,"1",60.9960784313726,1829.88235294118,1990
"413",65,"1",1146.72156862745,34401.6470588235,1990
"414",66,"1",1361.00392156863,40830.1176470588,1990
"415",67,"1",1049.49803921569,31484.9411764706,1990
"416",68,"1",327,9810,1990
"417",69,"3",10889.3176470588,326679.529411764,1990
"418",79,"1",525.258823529412,15757.7647058824,1990
"419",80,"1",1180.46666666667,35414,1990
"420",81,"1",716.874509803922,21506.2352941176,1990
"421",82,"1",604.125490196078,18123.7647058824,1990
"422",83,"1",557,16710,1990
"423",84,"1",327.811764705882,9834.35294117647,1990
"424",85,"1",18,540,1990
"425",86,"1",55,1650,1990
"426",87,"1",56,1680,1990
"427",88,"1",50,1500,1990
"428",89,"3",335.964705882353,10078.9411764706,1990
"429",94,"1",61,1830,1990
"430",95,"1",950.960784313726,28528.8235294118,1990
"431",96,"1",457.117647058824,13713.5294117647,1990
"432",97,"1",803.250980392157,24097.5294117647,1990
"433",98,"1",885.247058823529,26557.4117647059,1990
"434",99,"1",680,20400,1990
"435",100,"1",478.243137254902,14347.2941176471,1990
"436",101,"1",557.121568627451,16713.6470588235,1990
"437",102,"1",471.125490196078,14133.7647058824,1990
"438",103,"1",277.376470588235,8321.29411764706,1990
"439",104,"1",106.749019607843,3202.47058823529,1990
"440",108,"1",82.9294117647059,2487.88235294118,1990
"441",109,"1",1084,32520,1990
"442",110,"1",298,8940,1990
"443",111,"1",1781.87450980392,53456.2352941177,1990
"444",112,"1",568.247058823529,17047.4117647059,1990
"445",113,"1",581.247058823529,17437.4117647059,1990
"446",114,"1",582.494117647059,17474.8235294118,1990
"447",115,"1",813,24390,1990
"448",116,"1",1076.24705882353,32287.4117647059,1990
"449",117,"1",799.243137254902,23977.2941176471,1990
"450",118,"1",1077.50196078431,32325.0588235294,1990
"451",119,"1",501.372549019608,15041.1764705882,1990
"452",120,"1",6,180,1990
"453",121,"3",6.83529411764706,205.058823529412,1990
"454",122,"1",115,3450,1990
"455",123,"1",689,20670,1990
"456",124,"1",773,23190,1990
"457",125,"1",3047.24705882353,91417.4117647059,1990
"458",126,"1",632.494117647059,18974.8235294118,1990
"459",127,"1",702,21060,1990
"460",128,"1",620,18600,1990
"461",129,"1",645,19350,1990
"462",130,"1",739.749019607843,22192.4705882353,1990
"463",131,"1",948.862745098039,28465.8823529412,1990
"464",132,"1",355.701960784314,10671.0588235294,1990
"465",133,"1",457.745098039216,13732.3529411765,1990
"466",134,"1",29,870,1990
"467",136,"1",394.749019607843,11842.4705882353,1990
"468",137,"1",793.250980392157,23797.5294117647,1990
"469",138,"1",877,26310,1990
"470",139,"1",529.250980392157,15877.5294117647,1990
"471",140,"1",551.749019607843,16552.4705882353,1990
"472",141,"1",394.498039215686,11834.9411764706,1990
"473",142,"1",1974.24705882353,59227.4117647059,1990
"474",143,"1",969.121568627451,29073.6470588235,1990
"475",144,"1",888.247058823529,26647.4117647059,1990
"476",145,"1",472.125490196078,14163.7647058824,1990
"477",146,"1",397.498039215686,11924.9411764706,1990
"478",147,"1",122.054901960784,3661.64705882353,1990
"479",151,"1",91.8901960784314,2756.70588235294,1990
"480",152,"1",831.623529411765,24948.7058823529,1990
"481",153,"1",749.992156862745,22499.7647058824,1990
"482",154,"1",578.737254901961,17362.1176470588,1990
"483",155,"1",399.247058823529,11977.4117647059,1990
"484",156,"1",947.749019607843,28432.4705882353,1990
"485",157,"1",1214.87450980392,36446.2352941177,1990
"486",158,"1",606.874509803922,18206.2352941176,1990
"487",159,"1",876.372549019608,26291.1764705882,1990
"488",160,"1",917.627450980392,27528.8235294118,1990
"489",161,"1",768.749019607843,23062.4705882353,1990
"490",162,"1",118,3540,1990
"491",166,"1",245.952941176471,7378.58823529412,1990
"492",167,"1",966.372549019608,28991.1764705882,1990
"493",168,"1",1169.49803921569,35084.9411764706,1990
"494",169,"1",947.498039215686,28424.9411764706,1990
"495",170,"1",1767.12549019608,53013.7647058823,1990
"496",171,"1",1355.12549019608,40653.7647058823,1990
"497",172,"1",1197.12156862745,35913.6470588235,1990
"498",173,"1",381.686274509804,11450.5882352941,1990
"499",174,"1",479.498039215686,14384.9411764706,1990
"500",175,"1",498.188235294118,14945.6470588235,1990
"501",176,"1",164,4920,1990
"502",183,"1",140.498039215686,4214.94117647059,1990
"503",184,"1",327.498039215686,9824.94117647059,1990
"504",185,"1",465,13950,1990
"505",186,"1",82,2460,1990
"506",3,"2",4,120,1990
"507",4,"2",48,1440,1990
"508",5,"2",88,2640,1990
"509",6,"2",120,3600,1990
"510",7,"2",68,2040,1990
"511",8,"2",46,1380,1990
"512",9,"2",12,360,1990
"513",10,"2",28,840,1990
"514",19,"3",206825.529411765,6204765.88235295,1990
"515",20,"2",84,2520,1990
"516",21,"2",54,1620,1990
"517",22,"2",80,2400,1990
"518",23,"2",86,2580,1990
"519",24,"2",22,660,1990
"520",25,"2",36,1080,1990
"521",26,"2",52,1560,1990
"522",27,"2",2,60,1990
"523",35,"2",50,1500,1990
"524",36,"2",42,1260,1990
"525",37,"2",75.4980392156863,2264.94117647059,1990
"526",38,"2",90.5019607843137,2715.05882352941,1990
"527",39,"2",86,2580,1990
"528",40,"2",88,2640,1990
"529",41,"2",40,1200,1990
"530",42,"2",12,360,1990
"531",43,"3",9195.89411764704,275876.823529411,1990
"532",49,"2",8,240,1990
"533",50,"2",48,1440,1990
"534",51,"2",68,2040,1990
"535",52,"2",79.4980392156863,2384.94117647059,1990
"536",53,"2",66.5019607843137,1995.05882352941,1990
"537",54,"2",52,1560,1990
"538",55,"2",60,1800,1990
"539",56,"2",20,600,1990
"540",64,"2",4,120,1990
"541",65,"2",84,2520,1990
"542",66,"2",48,1440,1990
"543",67,"2",36,1080,1990
"544",68,"2",24,720,1990
"545",79,"2",56,1680,1990
"546",80,"2",148,4440,1990
"547",81,"2",102,3060,1990
"548",82,"2",44,1320,1990
"549",83,"2",32,960,1990
"550",84,"2",32,960,1990
"551",85,"2",8,240,1990
"552",86,"2",10,300,1990
"553",87,"2",12,360,1990
"554",88,"2",20,600,1990
"555",94,"2",8,240,1990
"556",95,"2",18,540,1990
"557",96,"2",46,1380,1990
"558",97,"2",52,1560,1990
"559",98,"2",56,1680,1990
"560",99,"2",78,2340,1990
"561",100,"2",88,2640,1990
"562",101,"2",92,2760,1990
"563",102,"2",94,2820,1990
"564",103,"2",60,1800,1990
"565",104,"2",10,300,1990
"566",108,"3",166723.117647059,5001693.52941177,1990
"567",109,"2",68,2040,1990
"568",110,"2",42,1260,1990
"569",111,"2",88,2640,1990
"570",112,"2",68,2040,1990
"571",113,"2",90,2700,1990
"572",114,"2",52,1560,1990
"573",115,"2",70,2100,1990
"574",116,"2",100,3000,1990
"575",117,"2",99.4980392156863,2984.94117647059,1990
"576",118,"2",140,4200,1990
"577",119,"2",62,1860,1990
"578",120,"3",6401.09411764706,192032.823529412,1990
"579",122,"2",10,300,1990
"580",123,"2",56,1680,1990
"581",124,"2",66,1980,1990
"582",125,"2",62,1860,1990
"583",126,"2",96,2880,1990
"584",127,"2",72,2160,1990
"585",128,"2",70,2100,1990
"586",129,"2",56,1680,1990
"587",130,"2",42,1260,1990
"588",131,"2",26,780,1990
"589",132,"2",54.5019607843137,1635.05882352941,1990
"590",133,"2",34,1020,1990
"591",134,"3",29657.211764706,889716.35294118,1990
"592",136,"2",50,1500,1990
"593",137,"2",92,2760,1990
"594",138,"2",84,2520,1990
"595",139,"2",106,3180,1990
"596",140,"2",84,2520,1990
"597",141,"2",54,1620,1990
"598",142,"2",64,1920,1990
"599",143,"2",72,2160,1990
"600",144,"2",86,2580,1990
"601",145,"2",36,1080,1990
"602",146,"2",92,2760,1990
"603",147,"2",6,180,1990
"604",151,"2",30,900,1990
"605",152,"2",106,3180,1990
"606",153,"2",86,2580,1990
"607",154,"2",74,2220,1990
"608",155,"2",154,4620,1990
"609",156,"2",66,1980,1990
"610",157,"2",64,1920,1990
"611",158,"2",68,2040,1990
"612",159,"2",38,1140,1990
"613",160,"2",76,2280,1990
"614",161,"2",102,3060,1990
"615",162,"2",8,240,1990
"616",166,"2",8,240,1990
"617",167,"2",34,1020,1990
"618",168,"2",40,1200,1990
"619",169,"2",74,2220,1990
"620",170,"2",60,1800,1990
"621",171,"2",68,2040,1990
"622",172,"2",52,1560,1990
"623",173,"2",12,360,1990
"624",174,"2",30,900,1990
"625",175,"2",26,780,1990
"626",176,"2",16,480,1990
"627",183,"2",4,120,1990
"628",184,"2",4,120,1990
"629",185,"2",22,660,1990
"630",186,"2",4,120,1990
"631",3,"3",358392.129411762,10751763.8823528,1990
"632",4,"3",1184786.56470588,35543596.9411764,1990
"633",5,"3",1825259.30588235,54757779.1764706,1990
"634",6,"3",2276478.30588234,68294349.1764702,1990
"635",7,"3",1029726.04705882,30891781.4117647,1990
"636",8,"3",384076.105882353,11522283.1764706,1990
"637",9,"3",385647.011764704,11569410.3529411,1990
"638",10,"3",314218.4,9426552,1990
"639",20,"3",1591517.32941176,47745519.8823528,1990
"640",21,"3",1398730.50588234,41961915.1764703,1990
"641",22,"3",1941520.88235294,58245626.4705881,1990
"642",23,"3",1732011.69411763,51960350.823529,1990
"643",24,"3",721935.529411764,21658065.8823529,1990
"644",25,"3",1150779.8117647,34523394.3529409,1990
"645",26,"3",500243.235294117,15007297.0588235,1990
"646",27,"3",75572.9764705882,2267189.29411765,1990
"647",35,"3",1276438.29411764,38293148.8235293,1990
"648",36,"3",1593867.22352941,47816016.7058822,1990
"649",37,"3",1890756.2,56722686,1990
"650",38,"3",1744723.6235294,52341708.705882,1990
"651",39,"3",1053763.69411764,31612910.8235293,1990
"652",40,"3",1475813.29411765,44274398.8235294,1990
"653",41,"3",969328.800000004,29079864.0000001,1990
"654",42,"3",358472.741176471,10754182.2352941,1990
"655",49,"3",113438.011764706,3403140.35294118,1990
