system:index,groups,label,.geo
2,"[{classification=0, sum=0.0}, {classification=1, sum=80.0}, {classification=2, sum=10.0}, {classification=3, sum=336489.6588235261}, {classification=4, sum=23376.062745098017}, {classification=5, sum=11880.0}, {classification=6, sum=870.5176470588236}]",3,"{""type"":""Polygon"",""coordinates"":[[[20.97139,56.00624959587458],[21.556105082644528,56.00624959587458],[21.556105082644528,56.17751439381187],[20.97139,56.17751439381187],[20.97139,56.00624959587458]]]}"
3,"[{classification=0, sum=0.0}, {classification=1, sum=371.4980392156863}, {classification=2, sum=72.0}, {classification=3, sum=1112669.9529411737}, {classification=4, sum=52699.85882352941}, {classification=5, sum=11868.509803921568}, {classification=6, sum=4238.164705882352}]",4,"{""type"":""Polygon"",""coordinates"":[[[20.97139,56.17751439381187],[21.556105082644528,56.17751439381187],[21.556105082644528,56.34877919174916],[20.97139,56.34877919174916],[20.97139,56.17751439381187]]]}"
4,"[{classification=0, sum=0.0}, {classification=1, sum=906.9960784313726}, {classification=2, sum=84.0}, {classification=3, sum=1746525.6235294035}, {classification=4, sum=240934.52549019613}, {classification=5, sum=10672.745098039215}, {classification=6, sum=46701.34117647059}]",5,"{""type"":""Polygon"",""coordinates"":[[[20.97139,56.34877919174916],[21.556105082644528,56.34877919174916],[21.556105082644528,56.52004398968645],[20.97139,56.52004398968645],[20.97139,56.34877919174916]]]}"
5,"[{classification=0, sum=0.0}, {classification=1, sum=1090.9960784313726}, {classification=2, sum=62.0}, {classification=3, sum=2254599.529411752}, {classification=4, sum=158580.73725490255}, {classification=5, sum=32596.23529411765}, {classification=6, sum=44326.141176470686}]",6,"{""type"":""Polygon"",""coordinates"":[[[20.97139,56.52004398968645],[21.556105082644528,56.52004398968645],[21.556105082644528,56.69130878762374],[20.97139,56.69130878762374],[20.97139,56.52004398968645]]]}"
6,"[{classification=0, sum=0.0}, {classification=1, sum=357.12549019607843}, {classification=2, sum=24.0}, {classification=3, sum=984992.1294117654}, {classification=4, sum=95920.45490196078}, {classification=5, sum=23409.39215686274}, {classification=6, sum=6563.341176470589}]",7,"{""type"":""Polygon"",""coordinates"":[[[20.97139,56.69130878762374],[21.556105082644528,56.69130878762374],[21.556105082644528,56.86257358556103],[20.97139,56.86257358556103],[20.97139,56.69130878762374]]]}"
7,"[{classification=0, sum=0.0}, {classification=1, sum=126.49803921568628}, {classification=2, sum=8.0}, {classification=3, sum=320530.63529411773}, {classification=4, sum=54244.32941176468}, {classification=5, sum=4970.274509803921}, {classification=6, sum=3554.9411764705883}]",8,"{""type"":""Polygon"",""coordinates"":[[[20.97139,56.86257358556103],[21.556105082644528,56.86257358556103],[21.556105082644528,57.03383838349832],[20.97139,57.03383838349832],[20.97139,56.86257358556103]]]}"
8,"[{classification=0, sum=0.0}, {classification=1, sum=98.0}, {classification=2, sum=2.0}, {classification=3, sum=366862.7294117633}, {classification=4, sum=15200.956862745074}, {classification=5, sum=1855.0}, {classification=6, sum=1992.3529411764707}]",9,"{""type"":""Polygon"",""coordinates"":[[[20.97139,57.03383838349832],[21.556105082644528,57.03383838349832],[21.556105082644528,57.20510318143561],[20.97139,57.20510318143561],[20.97139,57.03383838349832]]]}"
9,"[{classification=0, sum=0.0}, {classification=1, sum=30.0}, {classification=2, sum=2.0}, {classification=3, sum=312913.04705882363}, {classification=4, sum=22744.0}, {classification=5, sum=20914.35294117647}, {classification=6, sum=5143.317647058822}]",10,"{""type"":""Polygon"",""coordinates"":[[[20.97139,57.20510318143561],[21.556105082644528,57.20510318143561],[21.556105082644528,57.3763679793729],[20.97139,57.3763679793729],[20.97139,57.20510318143561]]]}"
10,"[{classification=0, sum=0.0}, {classification=1, sum=4.0}, {classification=3, sum=7314.3176470588205}, {classification=4, sum=14370.949019607828}, {classification=5, sum=120.62745098039215}, {classification=6, sum=7342.870588235298}]",11,"{""type"":""Polygon"",""coordinates"":[[[20.97139,57.3763679793729],[21.556105082644528,57.3763679793729],[21.556105082644528,57.54763277731019],[20.97139,57.54763277731019],[20.97139,57.3763679793729]]]}"
18,"[{classification=0, sum=0.0}, {classification=1, sum=329.0}, {classification=2, sum=4.0}, {classification=3, sum=191658.6588235297}, {classification=4, sum=602.9960784313726}, {classification=5, sum=1406.8627450980393}, {classification=6, sum=4482.729411764706}]",19,"{""type"":""Polygon"",""coordinates"":[[[21.556105082644528,56.17751439381187],[22.140820165289057,56.17751439381187],[22.140820165289057,56.34877919174916],[21.556105082644528,56.34877919174916],[21.556105082644528,56.17751439381187]]]}"
