"","pixels","label","area","year","transition","previous_class","current_class"
"4533",2,27,60,"1995","6","3","2"
"4534",6,35,180,"1995","6","3","2"
"4535",15,36,450,"1995","6","3","2"
"4536",10,37,300,"1995","6","3","2"
"4537",8,38,240,"1995","6","3","2"
"4538",4,39,120,"1995","6","3","2"
"4539",14,40,420,"1995","6","3","2"
"4540",NA,41,NA,"1995","6","3","2"
"4541",2,42,60,"1995","6","3","2"
"4542",NA,43,NA,"1995","6","3","2"
"4543",1,49,30,"1995","6","3","2"
"4544",21,50,630,"1995","6","3","2"
"4545",24,51,720,"1995","6","3","2"
"4546",16,52,480,"1995","6","3","2"
"4547",17,53,510,"1995","6","3","2"
"4548",4,54,120,"1995","6","3","2"
"4549",3,55,90,"1995","6","3","2"
"4550",NA,56,NA,"1995","6","3","2"
"4551",NA,64,NA,"1995","6","3","2"
"4552",29,65,870,"1995","6","3","2"
"4553",30,66,900,"1995","6","3","2"
"4554",6,67,180,"1995","6","3","2"
"4555",10,68,300,"1995","6","3","2"
"4556",NA,69,NA,"1995","6","3","2"
"4557",8,79,240,"1995","6","3","2"
"4558",38,80,1140,"1995","6","3","2"
"4559",40,81,1200,"1995","6","3","2"
"4560",19,82,570,"1995","6","3","2"
"4561",48,83,1440,"1995","6","3","2"
"4562",13,84,390,"1995","6","3","2"
"4563",NA,85,NA,"1995","6","3","2"
"4564",1,86,30,"1995","6","3","2"
"4565",1,87,30,"1995","6","3","2"
"4566",1,88,30,"1995","6","3","2"
"4567",NA,89,NA,"1995","6","3","2"
"4568",2,94,60,"1995","6","3","2"
"4569",9,95,270,"1995","6","3","2"
"4570",14,96,420,"1995","6","3","2"
"4571",17,97,510,"1995","6","3","2"
"4572",17,98,510,"1995","6","3","2"
"4573",23,99,690,"1995","6","3","2"
"4574",21,100,630,"1995","6","3","2"
"4575",17,101,510,"1995","6","3","2"
"4576",8,102,240,"1995","6","3","2"
"4577",6,103,180,"1995","6","3","2"
"4578",2,104,60,"1995","6","3","2"
"4579",NA,108,NA,"1995","6","3","2"
"4580",12,109,360,"1995","6","3","2"
"4581",2,110,60,"1995","6","3","2"
"4582",9,111,270,"1995","6","3","2"
"4583",9,112,270,"1995","6","3","2"
"4584",8,113,240,"1995","6","3","2"
"4585",6,114,180,"1995","6","3","2"
"4586",15.7490196078431,115,472.470588235294,"1995","6","3","2"
"4587",27,116,810,"1995","6","3","2"
"4588",30,117,900,"1995","6","3","2"
"4589",15,118,450,"1995","6","3","2"
"4590",7,119,210,"1995","6","3","2"
"4591",NA,120,NA,"1995","6","3","2"
"4592",NA,121,NA,"1995","6","3","2"
"4593",NA,122,NA,"1995","6","3","2"
"4594",6,123,180,"1995","6","3","2"
"4595",7,124,210,"1995","6","3","2"
"4596",15,125,450,"1995","6","3","2"
"4597",10,126,300,"1995","6","3","2"
"4598",25,127,750,"1995","6","3","2"
"4599",23,128,690,"1995","6","3","2"
"4600",18,129,540,"1995","6","3","2"
"4601",4.25098039215686,130,127.529411764706,"1995","6","3","2"
"4602",22,131,660,"1995","6","3","2"
"4603",7,132,210,"1995","6","3","2"
"4604",15,133,450,"1995","6","3","2"
"4605",NA,134,NA,"1995","6","3","2"
"4606",7.99607843137255,136,239.882352941176,"1995","6","3","2"
"4607",11.9960784313725,137,359.882352941176,"1995","6","3","2"
"4608",16,138,480,"1995","6","3","2"
"4609",7,139,210,"1995","6","3","2"
"4610",7,140,210,"1995","6","3","2"
"4611",13,141,390,"1995","6","3","2"
"4612",2,142,60,"1995","6","3","2"
"4613",8,143,240,"1995","6","3","2"
"4614",10,144,300,"1995","6","3","2"
"4615",1,145,30,"1995","6","3","2"
"4616",4,146,120,"1995","6","3","2"
"4617",2,147,60,"1995","6","3","2"
"4618",2,151,60,"1995","6","3","2"
"4619",3,152,90,"1995","6","3","2"
"4620",6,153,180,"1995","6","3","2"
"4621",8,154,240,"1995","6","3","2"
"4622",18,155,540,"1995","6","3","2"
"4623",25,156,750,"1995","6","3","2"
"4624",8,157,240,"1995","6","3","2"
"4625",8,158,240,"1995","6","3","2"
"4626",6,159,180,"1995","6","3","2"
"4627",7,160,210,"1995","6","3","2"
"4628",4,161,120,"1995","6","3","2"
"4629",NA,162,NA,"1995","6","3","2"
"4630",NA,166,NA,"1995","6","3","2"
"4631",6,167,180,"1995","6","3","2"
"4632",4,168,120,"1995","6","3","2"
"4633",NA,169,NA,"1995","6","3","2"
"4634",7,170,210,"1995","6","3","2"
"4635",10,171,300,"1995","6","3","2"
"4636",9,172,270,"1995","6","3","2"
"4637",6,173,180,"1995","6","3","2"
"4638",4,174,120,"1995","6","3","2"
"4639",6,175,180,"1995","6","3","2"
"4640",2,176,60,"1995","6","3","2"
"4641",NA,183,NA,"1995","6","3","2"
"4642",NA,184,NA,"1995","6","3","2"
"4643",5,185,150,"1995","6","3","2"
"4644",NA,186,NA,"1995","6","3","2"
"4645",25.7450980392157,3,772.352941176471,"1996","1","1","3"
"4646",90.2509803921569,4,2707.52941176471,"1996","1","1","3"
"4647",148,5,4440,"1996","1","1","3"
"4648",163.125490196078,6,4893.76470588235,"1996","1","1","3"
"4649",69,7,2070,"1996","1","1","3"
"4650",52,8,1560,"1996","1","1","3"
"4651",51,9,1530,"1996","1","1","3"
"4652",21,10,630,"1996","1","1","3"
"4653",NA,11,NA,"1996","1","1","3"
"4654",34,19,1020,"1996","1","1","3"
"4655",194.498039215686,20,5834.94117647059,"1996","1","1","3"
"4656",295.870588235294,21,8876.11764705882,"1996","1","1","3"
"4657",195,22,5850,"1996","1","1","3"
"4658",104,23,3120,"1996","1","1","3"
"4659",75,24,2250,"1996","1","1","3"
"4660",99,25,2970,"1996","1","1","3"
"4661",42,26,1260,"1996","1","1","3"
"4662",2,27,60,"1996","1","1","3"
"4663",170.592156862745,35,5117.76470588235,"1996","1","1","3"
"4664",241,36,7230,"1996","1","1","3"
"4665",175,37,5250,"1996","1","1","3"
"4666",198,38,5940,"1996","1","1","3"
"4667",101,39,3030,"1996","1","1","3"
"4668",166,40,4980,"1996","1","1","3"
"4669",130,41,3900,"1996","1","1","3"
"4670",43,42,1290,"1996","1","1","3"
"4671",NA,43,NA,"1996","1","1","3"
"4672",4,49,120,"1996","1","1","3"
"4673",212,50,6360,"1996","1","1","3"
"4674",174,51,5220,"1996","1","1","3"
"4675",353,52,10590,"1996","1","1","3"
"4676",256.623529411765,53,7698.70588235294,"1996","1","1","3"
"4677",154.372549019608,54,4631.17647058824,"1996","1","1","3"
"4678",92,55,2760,"1996","1","1","3"
"4679",14,56,420,"1996","1","1","3"
"4680",4,64,120,"1996","1","1","3"
"4681",108,65,3240,"1996","1","1","3"
"4682",191,66,5730,"1996","1","1","3"
"4683",162,67,4860,"1996","1","1","3"
"4684",123.921568627451,68,3717.64705882353,"1996","1","1","3"
"4685",NA,69,NA,"1996","1","1","3"
"4686",126,79,3780,"1996","1","1","3"
"4687",272,80,8160,"1996","1","1","3"
"4688",297,81,8910,"1996","1","1","3"
"4689",109,82,3270,"1996","1","1","3"
"4690",90,83,2700,"1996","1","1","3"
"4691",67,84,2010,"1996","1","1","3"
"4692",7,85,210,"1996","1","1","3"
"4693",18.2509803921569,86,547.529411764706,"1996","1","1","3"
"4694",17.3725490196078,87,521.176470588235,"1996","1","1","3"
"4695",33,88,990,"1996","1","1","3"
"4696",NA,89,NA,"1996","1","1","3"
"4697",94,94,2820,"1996","1","1","3"
"4698",290,95,8700,"1996","1","1","3"
"4699",346,96,10380,"1996","1","1","3"
"4700",224,97,6720,"1996","1","1","3"
"4701",153,98,4590,"1996","1","1","3"
"4702",177,99,5310,"1996","1","1","3"
"4703",192,100,5760,"1996","1","1","3"
"4704",221,101,6630,"1996","1","1","3"
"4705",199,102,5970,"1996","1","1","3"
"4706",184,103,5520,"1996","1","1","3"
"4707",47,104,1410,"1996","1","1","3"
"4708",22,108,660,"1996","1","1","3"
"4709",214,109,6420,"1996","1","1","3"
"4710",115.247058823529,110,3457.41176470588,"1996","1","1","3"
"4711",309.745098039216,111,9292.35294117647,"1996","1","1","3"
"4712",226,112,6780,"1996","1","1","3"
"4713",229,113,6870,"1996","1","1","3"
"4714",212,114,6360,"1996","1","1","3"
"4715",212,115,6360,"1996","1","1","3"
"4716",249,116,7470,"1996","1","1","3"
"4717",283,117,8490,"1996","1","1","3"
"4718",311,118,9330,"1996","1","1","3"
"4719",214,119,6420,"1996","1","1","3"
"4720",NA,120,NA,"1996","1","1","3"
"4721",NA,121,NA,"1996","1","1","3"
"4722",89,122,2670,"1996","1","1","3"
"4723",238,123,7140,"1996","1","1","3"
"4724",237.498039215686,124,7124.94117647059,"1996","1","1","3"
"4725",300,125,9000,"1996","1","1","3"
"4726",319.498039215686,126,9584.94117647059,"1996","1","1","3"
"4727",406,127,12180,"1996","1","1","3"
"4728",334.247058823529,128,10027.4117647059,"1996","1","1","3"
"4729",265.501960784314,129,7965.05882352941,"1996","1","1","3"
"4730",117.996078431373,130,3539.88235294118,"1996","1","1","3"
"4731",274.745098039216,131,8242.35294117647,"1996","1","1","3"
"4732",117.749019607843,132,3532.47058823529,"1996","1","1","3"
"4733",162.250980392157,133,4867.52941176471,"1996","1","1","3"
"4734",2,134,60,"1996","1","1","3"
"4735",214.125490196078,136,6423.76470588235,"1996","1","1","3"
"4736",237,137,7110,"1996","1","1","3"
"4737",488.745098039216,138,14662.3529411765,"1996","1","1","3"
"4738",337.745098039216,139,10132.3529411765,"1996","1","1","3"
"4739",416.749019607843,140,12502.4705882353,"1996","1","1","3"
"4740",410.745098039216,141,12322.3529411765,"1996","1","1","3"
"4741",933.996078431373,142,28019.8823529412,"1996","1","1","3"
"4742",304.305882352941,143,9129.17647058824,"1996","1","1","3"
"4743",485.435294117647,144,14563.0588235294,"1996","1","1","3"
"4744",330.874509803922,145,9926.23529411765,"1996","1","1","3"
"4745",212.101960784314,146,6363.05882352941,"1996","1","1","3"
"4746",79.7294117647059,147,2391.88235294118,"1996","1","1","3"
"4747",20.8745098039216,151,626.235294117647,"1996","1","1","3"
"4748",170,152,5100,"1996","1","1","3"
"4749",149,153,4470,"1996","1","1","3"
"4750",233,154,6990,"1996","1","1","3"
"4751",655,155,19650,"1996","1","1","3"
"4752",689.498039215686,156,20684.9411764706,"1996","1","1","3"
"4753",737.372549019608,157,22121.1764705882,"1996","1","1","3"
"4754",515.494117647059,158,15464.8235294118,"1996","1","1","3"
"4755",328.254901960784,159,9847.64705882353,"1996","1","1","3"
"4756",362.121568627451,160,10863.6470588235,"1996","1","1","3"
"4757",237,161,7110,"1996","1","1","3"
"4758",24,162,720,"1996","1","1","3"
"4759",21,166,630,"1996","1","1","3"
"4760",80,167,2400,"1996","1","1","3"
"4761",100,168,3000,"1996","1","1","3"
"4762",185.247058823529,169,5557.41176470588,"1996","1","1","3"
"4763",231.745098039216,170,6952.35294117647,"1996","1","1","3"
"4764",481.125490196078,171,14433.7647058824,"1996","1","1","3"
"4765",468.109803921569,172,14043.2941176471,"1996","1","1","3"
"4766",265,173,7950,"1996","1","1","3"
"4767",235,174,7050,"1996","1","1","3"
"4768",174.494117647059,175,5234.82352941176,"1996","1","1","3"
"4769",101.490196078431,176,3044.70588235294,"1996","1","1","3"
"4770",9,183,270,"1996","1","1","3"
"4771",39,184,1170,"1996","1","1","3"
"4772",85,185,2550,"1996","1","1","3"
"4773",12.6509803921569,186,379.529411764706,"1996","1","1","3"
"4774",NA,3,NA,"1996","2","1","2"
"4775",NA,4,NA,"1996","2","1","2"
"4776",NA,5,NA,"1996","2","1","2"
"4777",NA,6,NA,"1996","2","1","2"
"4778",NA,7,NA,"1996","2","1","2"
"4779",NA,8,NA,"1996","2","1","2"
"4780",NA,9,NA,"1996","2","1","2"
"4781",NA,10,NA,"1996","2","1","2"
"4782",NA,11,NA,"1996","2","1","2"
"4783",NA,19,NA,"1996","2","1","2"
"4784",NA,20,NA,"1996","2","1","2"
"4785",NA,21,NA,"1996","2","1","2"
"4786",NA,22,NA,"1996","2","1","2"
"4787",NA,23,NA,"1996","2","1","2"
"4788",NA,24,NA,"1996","2","1","2"
"4789",NA,25,NA,"1996","2","1","2"
"4790",NA,26,NA,"1996","2","1","2"
"4791",NA,27,NA,"1996","2","1","2"
"4792",NA,35,NA,"1996","2","1","2"
"4793",NA,36,NA,"1996","2","1","2"
"4794",NA,37,NA,"1996","2","1","2"
"4795",NA,38,NA,"1996","2","1","2"
"4796",NA,39,NA,"1996","2","1","2"
"4797",NA,40,NA,"1996","2","1","2"
"4798",NA,41,NA,"1996","2","1","2"
"4799",NA,42,NA,"1996","2","1","2"
"4800",NA,43,NA,"1996","2","1","2"
"4801",NA,49,NA,"1996","2","1","2"
"4802",NA,50,NA,"1996","2","1","2"
"4803",NA,51,NA,"1996","2","1","2"
"4804",NA,52,NA,"1996","2","1","2"
"4805",NA,53,NA,"1996","2","1","2"
"4806",NA,54,NA,"1996","2","1","2"
"4807",NA,55,NA,"1996","2","1","2"
"4808",NA,56,NA,"1996","2","1","2"
"4809",NA,64,NA,"1996","2","1","2"
"4810",NA,65,NA,"1996","2","1","2"
"4811",NA,66,NA,"1996","2","1","2"
"4812",NA,67,NA,"1996","2","1","2"
"4813",NA,68,NA,"1996","2","1","2"
"4814",NA,69,NA,"1996","2","1","2"
"4815",NA,79,NA,"1996","2","1","2"
"4816",NA,80,NA,"1996","2","1","2"
"4817",NA,81,NA,"1996","2","1","2"
"4818",NA,82,NA,"1996","2","1","2"
"4819",NA,83,NA,"1996","2","1","2"
"4820",1,84,30,"1996","2","1","2"
"4821",NA,85,NA,"1996","2","1","2"
"4822",NA,86,NA,"1996","2","1","2"
"4823",NA,87,NA,"1996","2","1","2"
"4824",NA,88,NA,"1996","2","1","2"
"4825",NA,89,NA,"1996","2","1","2"
"4826",NA,94,NA,"1996","2","1","2"
"4827",NA,95,NA,"1996","2","1","2"
"4828",NA,96,NA,"1996","2","1","2"
"4829",NA,97,NA,"1996","2","1","2"
"4830",NA,98,NA,"1996","2","1","2"
"4831",NA,99,NA,"1996","2","1","2"
"4832",NA,100,NA,"1996","2","1","2"
"4833",NA,101,NA,"1996","2","1","2"
"4834",NA,102,NA,"1996","2","1","2"
"4835",NA,103,NA,"1996","2","1","2"
"4836",NA,104,NA,"1996","2","1","2"
"4837",NA,108,NA,"1996","2","1","2"
"4838",NA,109,NA,"1996","2","1","2"
"4839",NA,110,NA,"1996","2","1","2"
"4840",NA,111,NA,"1996","2","1","2"
"4841",NA,112,NA,"1996","2","1","2"
"4842",NA,113,NA,"1996","2","1","2"
"4843",NA,114,NA,"1996","2","1","2"
"4844",NA,115,NA,"1996","2","1","2"
"4845",NA,116,NA,"1996","2","1","2"
"4846",NA,117,NA,"1996","2","1","2"
"4847",NA,118,NA,"1996","2","1","2"
"4848",NA,119,NA,"1996","2","1","2"
"4849",NA,120,NA,"1996","2","1","2"
"4850",NA,121,NA,"1996","2","1","2"
"4851",NA,122,NA,"1996","2","1","2"
"4852",NA,123,NA,"1996","2","1","2"
"4853",NA,124,NA,"1996","2","1","2"
"4854",NA,125,NA,"1996","2","1","2"
"4855",NA,126,NA,"1996","2","1","2"
"4856",NA,127,NA,"1996","2","1","2"
"4857",NA,128,NA,"1996","2","1","2"
"4858",NA,129,NA,"1996","2","1","2"
"4859",NA,130,NA,"1996","2","1","2"
"4860",NA,131,NA,"1996","2","1","2"
"4861",NA,132,NA,"1996","2","1","2"
"4862",NA,133,NA,"1996","2","1","2"
"4863",NA,134,NA,"1996","2","1","2"
"4864",NA,136,NA,"1996","2","1","2"
"4865",NA,137,NA,"1996","2","1","2"
"4866",NA,138,NA,"1996","2","1","2"
"4867",NA,139,NA,"1996","2","1","2"
"4868",NA,140,NA,"1996","2","1","2"
"4869",NA,141,NA,"1996","2","1","2"
"4870",NA,142,NA,"1996","2","1","2"
"4871",NA,143,NA,"1996","2","1","2"
"4872",NA,144,NA,"1996","2","1","2"
"4873",NA,145,NA,"1996","2","1","2"
"4874",NA,146,NA,"1996","2","1","2"
"4875",NA,147,NA,"1996","2","1","2"
"4876",NA,151,NA,"1996","2","1","2"
"4877",NA,152,NA,"1996","2","1","2"
"4878",NA,153,NA,"1996","2","1","2"
"4879",NA,154,NA,"1996","2","1","2"
"4880",NA,155,NA,"1996","2","1","2"
"4881",NA,156,NA,"1996","2","1","2"
"4882",NA,157,NA,"1996","2","1","2"
"4883",NA,158,NA,"1996","2","1","2"
"4884",NA,159,NA,"1996","2","1","2"
"4885",NA,160,NA,"1996","2","1","2"
"4886",NA,161,NA,"1996","2","1","2"
"4887",NA,162,NA,"1996","2","1","2"
"4888",NA,166,NA,"1996","2","1","2"
"4889",NA,167,NA,"1996","2","1","2"
"4890",NA,168,NA,"1996","2","1","2"
"4891",NA,169,NA,"1996","2","1","2"
"4892",NA,170,NA,"1996","2","1","2"
"4893",NA,171,NA,"1996","2","1","2"
"4894",NA,172,NA,"1996","2","1","2"
"4895",NA,173,NA,"1996","2","1","2"
"4896",NA,174,NA,"1996","2","1","2"
"4897",NA,175,NA,"1996","2","1","2"
"4898",NA,176,NA,"1996","2","1","2"
"4899",NA,183,NA,"1996","2","1","2"
"4900",NA,184,NA,"1996","2","1","2"
"4901",NA,185,NA,"1996","2","1","2"
"4902",NA,186,NA,"1996","2","1","2"
"4903",NA,3,NA,"1996","3","2","1"
"4904",NA,4,NA,"1996","3","2","1"
"4905",NA,5,NA,"1996","3","2","1"
"4906",NA,6,NA,"1996","3","2","1"
"4907",NA,7,NA,"1996","3","2","1"
"4908",NA,8,NA,"1996","3","2","1"
"4909",NA,9,NA,"1996","3","2","1"
"4910",NA,10,NA,"1996","3","2","1"
"4911",NA,11,NA,"1996","3","2","1"
"4912",NA,19,NA,"1996","3","2","1"
"4913",NA,20,NA,"1996","3","2","1"
"4914",NA,21,NA,"1996","3","2","1"
"4915",NA,22,NA,"1996","3","2","1"
"4916",NA,23,NA,"1996","3","2","1"
"4917",NA,24,NA,"1996","3","2","1"
"4918",NA,25,NA,"1996","3","2","1"
"4919",NA,26,NA,"1996","3","2","1"
"4920",NA,27,NA,"1996","3","2","1"
"4921",NA,35,NA,"1996","3","2","1"
"4922",NA,36,NA,"1996","3","2","1"
"4923",NA,37,NA,"1996","3","2","1"
"4924",NA,38,NA,"1996","3","2","1"
"4925",NA,39,NA,"1996","3","2","1"
"4926",NA,40,NA,"1996","3","2","1"
"4927",NA,41,NA,"1996","3","2","1"
"4928",NA,42,NA,"1996","3","2","1"
"4929",NA,43,NA,"1996","3","2","1"
"4930",NA,49,NA,"1996","3","2","1"
"4931",NA,50,NA,"1996","3","2","1"
"4932",NA,51,NA,"1996","3","2","1"
"4933",NA,52,NA,"1996","3","2","1"
"4934",NA,53,NA,"1996","3","2","1"
"4935",NA,54,NA,"1996","3","2","1"
"4936",NA,55,NA,"1996","3","2","1"
"4937",NA,56,NA,"1996","3","2","1"
"4938",NA,64,NA,"1996","3","2","1"
"4939",NA,65,NA,"1996","3","2","1"
"4940",NA,66,NA,"1996","3","2","1"
"4941",NA,67,NA,"1996","3","2","1"
"4942",NA,68,NA,"1996","3","2","1"
"4943",NA,69,NA,"1996","3","2","1"
"4944",NA,79,NA,"1996","3","2","1"
"4945",NA,80,NA,"1996","3","2","1"
"4946",NA,81,NA,"1996","3","2","1"
"4947",NA,82,NA,"1996","3","2","1"
"4948",NA,83,NA,"1996","3","2","1"
"4949",NA,84,NA,"1996","3","2","1"
"4950",NA,85,NA,"1996","3","2","1"
"4951",NA,86,NA,"1996","3","2","1"
"4952",NA,87,NA,"1996","3","2","1"
"4953",NA,88,NA,"1996","3","2","1"
"4954",NA,89,NA,"1996","3","2","1"
"4955",NA,94,NA,"1996","3","2","1"
"4956",NA,95,NA,"1996","3","2","1"
"4957",NA,96,NA,"1996","3","2","1"
"4958",NA,97,NA,"1996","3","2","1"
"4959",NA,98,NA,"1996","3","2","1"
"4960",NA,99,NA,"1996","3","2","1"
"4961",NA,100,NA,"1996","3","2","1"
"4962",NA,101,NA,"1996","3","2","1"
"4963",NA,102,NA,"1996","3","2","1"
"4964",NA,103,NA,"1996","3","2","1"
"4965",NA,104,NA,"1996","3","2","1"
"4966",NA,108,NA,"1996","3","2","1"
"4967",NA,109,NA,"1996","3","2","1"
"4968",NA,110,NA,"1996","3","2","1"
"4969",NA,111,NA,"1996","3","2","1"
"4970",NA,112,NA,"1996","3","2","1"
"4971",NA,113,NA,"1996","3","2","1"
"4972",NA,114,NA,"1996","3","2","1"
"4973",NA,115,NA,"1996","3","2","1"
"4974",NA,116,NA,"1996","3","2","1"
"4975",NA,117,NA,"1996","3","2","1"
"4976",NA,118,NA,"1996","3","2","1"
"4977",NA,119,NA,"1996","3","2","1"
"4978",NA,120,NA,"1996","3","2","1"
"4979",NA,121,NA,"1996","3","2","1"
"4980",NA,122,NA,"1996","3","2","1"
"4981",NA,123,NA,"1996","3","2","1"
"4982",NA,124,NA,"1996","3","2","1"
"4983",NA,125,NA,"1996","3","2","1"
"4984",NA,126,NA,"1996","3","2","1"
"4985",NA,127,NA,"1996","3","2","1"
"4986",NA,128,NA,"1996","3","2","1"
"4987",NA,129,NA,"1996","3","2","1"
"4988",NA,130,NA,"1996","3","2","1"
"4989",NA,131,NA,"1996","3","2","1"
"4990",NA,132,NA,"1996","3","2","1"
"4991",NA,133,NA,"1996","3","2","1"
"4992",NA,134,NA,"1996","3","2","1"
"4993",NA,136,NA,"1996","3","2","1"
"4994",NA,137,NA,"1996","3","2","1"
"4995",NA,138,NA,"1996","3","2","1"
"4996",NA,139,NA,"1996","3","2","1"
"4997",NA,140,NA,"1996","3","2","1"
"4998",NA,141,NA,"1996","3","2","1"
"4999",NA,142,NA,"1996","3","2","1"
"5000",NA,143,NA,"1996","3","2","1"
"5001",NA,144,NA,"1996","3","2","1"
"5002",NA,145,NA,"1996","3","2","1"
"5003",NA,146,NA,"1996","3","2","1"
"5004",NA,147,NA,"1996","3","2","1"
"5005",NA,151,NA,"1996","3","2","1"
"5006",NA,152,NA,"1996","3","2","1"
"5007",NA,153,NA,"1996","3","2","1"
"5008",NA,154,NA,"1996","3","2","1"
"5009",NA,155,NA,"1996","3","2","1"
"5010",NA,156,NA,"1996","3","2","1"
"5011",NA,157,NA,"1996","3","2","1"
"5012",NA,158,NA,"1996","3","2","1"
"5013",NA,159,NA,"1996","3","2","1"
"5014",NA,160,NA,"1996","3","2","1"
"5015",NA,161,NA,"1996","3","2","1"
"5016",NA,162,NA,"1996","3","2","1"
"5017",NA,166,NA,"1996","3","2","1"
"5018",NA,167,NA,"1996","3","2","1"
"5019",NA,168,NA,"1996","3","2","1"
"5020",NA,169,NA,"1996","3","2","1"
"5021",NA,170,NA,"1996","3","2","1"
"5022",NA,171,NA,"1996","3","2","1"
"5023",NA,172,NA,"1996","3","2","1"
"5024",NA,173,NA,"1996","3","2","1"
"5025",NA,174,NA,"1996","3","2","1"
"5026",NA,175,NA,"1996","3","2","1"
"5027",NA,176,NA,"1996","3","2","1"
"5028",NA,183,NA,"1996","3","2","1"
"5029",NA,184,NA,"1996","3","2","1"
"5030",NA,185,NA,"1996","3","2","1"
"5031",NA,186,NA,"1996","3","2","1"
"5032",2,3,60,"1996","4","2","3"
"5033",6,4,180,"1996","4","2","3"
"5034",9,5,270,"1996","4","2","3"
"5035",33,6,990,"1996","4","2","3"
"5036",8,7,240,"1996","4","2","3"
"5037",1,8,30,"1996","4","2","3"
"5038",2,9,60,"1996","4","2","3"
"5039",4,10,120,"1996","4","2","3"
"5040",NA,11,NA,"1996","4","2","3"
"5041",NA,19,NA,"1996","4","2","3"
"5042",9,20,270,"1996","4","2","3"
"5043",8,21,240,"1996","4","2","3"
"5044",17,22,510,"1996","4","2","3"
"5045",18,23,540,"1996","4","2","3"
"5046",3,24,90,"1996","4","2","3"
"5047",5,25,150,"1996","4","2","3"
"5048",10,26,300,"1996","4","2","3"
"5049",4,27,120,"1996","4","2","3"
"5050",8,35,240,"1996","4","2","3"
"5051",18.7490196078431,36,562.470588235294,"1996","4","2","3"
"5052",15.2509803921569,37,457.529411764706,"1996","4","2","3"
"5053",8,38,240,"1996","4","2","3"
"5054",6,39,180,"1996","4","2","3"
"5055",12,40,360,"1996","4","2","3"
"5056",4,41,120,"1996","4","2","3"
"5057",4,42,120,"1996","4","2","3"
"5058",NA,43,NA,"1996","4","2","3"
"5059",1,49,30,"1996","4","2","3"
"5060",18,50,540,"1996","4","2","3"
"5061",23,51,690,"1996","4","2","3"
"5062",10,52,300,"1996","4","2","3"
"5063",17,53,510,"1996","4","2","3"
"5064",8,54,240,"1996","4","2","3"
"5065",3,55,90,"1996","4","2","3"
"5066",NA,56,NA,"1996","4","2","3"
"5067",NA,64,NA,"1996","4","2","3"
"5068",26,65,780,"1996","4","2","3"
"5069",30,66,900,"1996","4","2","3"
"5070",8,67,240,"1996","4","2","3"
"5071",6,68,180,"1996","4","2","3"
"5072",NA,69,NA,"1996","4","2","3"
"5073",9,79,270,"1996","4","2","3"
"5074",36,80,1080,"1996","4","2","3"
"5075",37,81,1110,"1996","4","2","3"
"5076",20,82,600,"1996","4","2","3"
"5077",41,83,1230,"1996","4","2","3"
"5078",8,84,240,"1996","4","2","3"
"5079",0.749019607843137,85,22.4705882352941,"1996","4","2","3"
"5080",NA,86,NA,"1996","4","2","3"
"5081",1,87,30,"1996","4","2","3"
"5082",NA,88,NA,"1996","4","2","3"
"5083",NA,89,NA,"1996","4","2","3"
"5084",2,94,60,"1996","4","2","3"
"5085",8,95,240,"1996","4","2","3"
"5086",12,96,360,"1996","4","2","3"
"5087",8,97,240,"1996","4","2","3"
"5088",17,98,510,"1996","4","2","3"
"5089",24,99,720,"1996","4","2","3"
"5090",14,100,420,"1996","4","2","3"
"5091",13,101,390,"1996","4","2","3"
"5092",4,102,120,"1996","4","2","3"
"5093",8,103,240,"1996","4","2","3"
"5094",2,104,60,"1996","4","2","3"
"5095",NA,108,NA,"1996","4","2","3"
"5096",10,109,300,"1996","4","2","3"
"5097",4,110,120,"1996","4","2","3"
"5098",6,111,180,"1996","4","2","3"
"5099",11,112,330,"1996","4","2","3"
"5100",7,113,210,"1996","4","2","3"
"5101",4.99607843137255,114,149.882352941176,"1996","4","2","3"
"5102",14.7450980392157,115,442.352941176471,"1996","4","2","3"
"5103",25,116,750,"1996","4","2","3"
"5104",25,117,750,"1996","4","2","3"
"5105",13,118,390,"1996","4","2","3"
"5106",7,119,210,"1996","4","2","3"
"5107",NA,120,NA,"1996","4","2","3"
"5108",NA,121,NA,"1996","4","2","3"
"5109",NA,122,NA,"1996","4","2","3"
"5110",6,123,180,"1996","4","2","3"
"5111",2,124,60,"1996","4","2","3"
"5112",13,125,390,"1996","4","2","3"
"5113",10,126,300,"1996","4","2","3"
"5114",23,127,690,"1996","4","2","3"
"5115",20,128,600,"1996","4","2","3"
"5116",12,129,360,"1996","4","2","3"
"5117",3.25098039215686,130,97.5294117647059,"1996","4","2","3"
"5118",28,131,840,"1996","4","2","3"
"5119",5,132,150,"1996","4","2","3"
"5120",9,133,270,"1996","4","2","3"
"5121",NA,134,NA,"1996","4","2","3"
"5122",7.99607843137255,136,239.882352941176,"1996","4","2","3"
"5123",9.99607843137255,137,299.882352941176,"1996","4","2","3"
"5124",16,138,480,"1996","4","2","3"
"5125",4,139,120,"1996","4","2","3"
"5126",5,140,150,"1996","4","2","3"
"5127",14,141,420,"1996","4","2","3"
"5128",2,142,60,"1996","4","2","3"
"5129",8,143,240,"1996","4","2","3"
"5130",6,144,180,"1996","4","2","3"
"5131",1,145,30,"1996","4","2","3"
"5132",4,146,120,"1996","4","2","3"
"5133",NA,147,NA,"1996","4","2","3"
"5134",NA,151,NA,"1996","4","2","3"
"5135",3,152,90,"1996","4","2","3"
