"","pixels","label","area","year","transition","previous_class","current_class"
"6853",21,25,630,"1998","6","3","2"
"6854",8,26,240,"1998","6","3","2"
"6855",6,27,180,"1998","6","3","2"
"6856",16,35,480,"1998","6","3","2"
"6857",11,36,330,"1998","6","3","2"
"6858",8,37,240,"1998","6","3","2"
"6859",12,38,360,"1998","6","3","2"
"6860",6,39,180,"1998","6","3","2"
"6861",13,40,390,"1998","6","3","2"
"6862",7,41,210,"1998","6","3","2"
"6863",0.250980392156863,42,7.52941176470588,"1998","6","3","2"
"6864",NA,43,NA,"1998","6","3","2"
"6865",3,49,90,"1998","6","3","2"
"6866",29,50,870,"1998","6","3","2"
"6867",19.1254901960784,51,573.764705882353,"1998","6","3","2"
"6868",16,52,480,"1998","6","3","2"
"6869",26,53,780,"1998","6","3","2"
"6870",18,54,540,"1998","6","3","2"
"6871",2,55,60,"1998","6","3","2"
"6872",NA,56,NA,"1998","6","3","2"
"6873",1,64,30,"1998","6","3","2"
"6874",40,65,1200,"1998","6","3","2"
"6875",36.8745098039216,66,1106.23529411765,"1998","6","3","2"
"6876",29,67,870,"1998","6","3","2"
"6877",11,68,330,"1998","6","3","2"
"6878",NA,69,NA,"1998","6","3","2"
"6879",33,79,990,"1998","6","3","2"
"6880",60,80,1800,"1998","6","3","2"
"6881",34,81,1020,"1998","6","3","2"
"6882",25,82,750,"1998","6","3","2"
"6883",25,83,750,"1998","6","3","2"
"6884",15,84,450,"1998","6","3","2"
"6885",2,85,60,"1998","6","3","2"
"6886",10,86,300,"1998","6","3","2"
"6887",2,87,60,"1998","6","3","2"
"6888",NA,88,NA,"1998","6","3","2"
"6889",NA,89,NA,"1998","6","3","2"
"6890",3,94,90,"1998","6","3","2"
"6891",37,95,1110,"1998","6","3","2"
"6892",12,96,360,"1998","6","3","2"
"6893",24,97,720,"1998","6","3","2"
"6894",18,98,540,"1998","6","3","2"
"6895",11,99,330,"1998","6","3","2"
"6896",29,100,870,"1998","6","3","2"
"6897",16,101,480,"1998","6","3","2"
"6898",12,102,360,"1998","6","3","2"
"6899",8,103,240,"1998","6","3","2"
"6900",NA,104,NA,"1998","6","3","2"
"6901",2,108,60,"1998","6","3","2"
"6902",19,109,570,"1998","6","3","2"
"6903",6,110,180,"1998","6","3","2"
"6904",23,111,690,"1998","6","3","2"
"6905",14,112,420,"1998","6","3","2"
"6906",14,113,420,"1998","6","3","2"
"6907",13,114,390,"1998","6","3","2"
"6908",14,115,420,"1998","6","3","2"
"6909",28,116,840,"1998","6","3","2"
"6910",11,117,330,"1998","6","3","2"
"6911",26,118,780,"1998","6","3","2"
"6912",12,119,360,"1998","6","3","2"
"6913",NA,120,NA,"1998","6","3","2"
"6914",NA,121,NA,"1998","6","3","2"
"6915",NA,122,NA,"1998","6","3","2"
"6916",14,123,420,"1998","6","3","2"
"6917",15,124,450,"1998","6","3","2"
"6918",27,125,810,"1998","6","3","2"
"6919",21,126,630,"1998","6","3","2"
"6920",4,127,120,"1998","6","3","2"
"6921",4,128,120,"1998","6","3","2"
"6922",5,129,150,"1998","6","3","2"
"6923",8,130,240,"1998","6","3","2"
"6924",7,131,210,"1998","6","3","2"
"6925",9,132,270,"1998","6","3","2"
"6926",4,133,120,"1998","6","3","2"
"6927",NA,134,NA,"1998","6","3","2"
"6928",5,136,150,"1998","6","3","2"
"6929",38,137,1140,"1998","6","3","2"
"6930",29,138,870,"1998","6","3","2"
"6931",9,139,270,"1998","6","3","2"
"6932",15,140,450,"1998","6","3","2"
"6933",27,141,810,"1998","6","3","2"
"6934",8,142,240,"1998","6","3","2"
"6935",12,143,360,"1998","6","3","2"
"6936",16,144,480,"1998","6","3","2"
"6937",7,145,210,"1998","6","3","2"
"6938",8,146,240,"1998","6","3","2"
"6939",NA,147,NA,"1998","6","3","2"
"6940",NA,151,NA,"1998","6","3","2"
"6941",18,152,540,"1998","6","3","2"
"6942",8,153,240,"1998","6","3","2"
"6943",10,154,300,"1998","6","3","2"
"6944",26.4980392156863,155,794.941176470588,"1998","6","3","2"
"6945",13.3764705882353,156,401.294117647059,"1998","6","3","2"
"6946",6,157,180,"1998","6","3","2"
"6947",4,158,120,"1998","6","3","2"
"6948",2,159,60,"1998","6","3","2"
"6949",10,160,300,"1998","6","3","2"
"6950",2,161,60,"1998","6","3","2"
"6951",NA,162,NA,"1998","6","3","2"
"6952",2,166,60,"1998","6","3","2"
"6953",15,167,450,"1998","6","3","2"
"6954",8,168,240,"1998","6","3","2"
"6955",15,169,450,"1998","6","3","2"
"6956",18,170,540,"1998","6","3","2"
"6957",10,171,300,"1998","6","3","2"
"6958",10,172,300,"1998","6","3","2"
"6959",2,173,60,"1998","6","3","2"
"6960",7,174,210,"1998","6","3","2"
"6961",4,175,120,"1998","6","3","2"
"6962",2,176,60,"1998","6","3","2"
"6963",NA,183,NA,"1998","6","3","2"
"6964",NA,184,NA,"1998","6","3","2"
"6965",5,185,150,"1998","6","3","2"
"6966",2,186,60,"1998","6","3","2"
"6967",145,3,4350,"1999","1","1","3"
"6968",455,4,13650,"1999","1","1","3"
"6969",811,5,24330,"1999","1","1","3"
"6970",733.745098039216,6,22012.3529411765,"1999","1","1","3"
"6971",323.247058823529,7,9697.41176470588,"1999","1","1","3"
"6972",75.843137254902,8,2275.29411764706,"1999","1","1","3"
"6973",11,9,330,"1999","1","1","3"
"6974",19,10,570,"1999","1","1","3"
"6975",NA,11,NA,"1999","1","1","3"
"6976",105.96862745098,19,3179.05882352941,"1999","1","1","3"
"6977",1649.74901960784,20,49492.4705882353,"1999","1","1","3"
"6978",1010,21,30300,"1999","1","1","3"
"6979",222.247058823529,22,6667.41176470588,"1999","1","1","3"
"6980",445.745098039216,23,13372.3529411765,"1999","1","1","3"
"6981",315,24,9450,"1999","1","1","3"
"6982",645,25,19350,"1999","1","1","3"
"6983",154,26,4620,"1999","1","1","3"
"6984",2,27,60,"1999","1","1","3"
"6985",900.250980392157,35,27007.5294117647,"1999","1","1","3"
"6986",287,36,8610,"1999","1","1","3"
"6987",290,37,8700,"1999","1","1","3"
"6988",360.247058823529,38,10807.4117647059,"1999","1","1","3"
"6989",1269.75294117647,39,38092.5882352941,"1999","1","1","3"
"6990",1335.99215686275,40,40079.7647058823,"1999","1","1","3"
"6991",542.501960784314,41,16275.0588235294,"1999","1","1","3"
"6992",81,42,2430,"1999","1","1","3"
"6993",2,43,60,"1999","1","1","3"
"6994",49,49,1470,"1999","1","1","3"
"6995",1324.25098039216,50,39727.5294117647,"1999","1","1","3"
"6996",364,51,10920,"1999","1","1","3"
"6997",756.125490196078,52,22683.7647058824,"1999","1","1","3"
"6998",1635.49803921569,53,49064.9411764706,"1999","1","1","3"
"6999",548,54,16440,"1999","1","1","3"
"7000",422.996078431373,55,12689.8823529412,"1999","1","1","3"
"7001",60,56,1800,"1999","1","1","3"
"7002",22.4980392156863,64,674.941176470588,"1999","1","1","3"
"7003",558.117647058824,65,16743.5294117647,"1999","1","1","3"
"7004",521.623529411765,66,15648.7058823529,"1999","1","1","3"
"7005",458.125490196078,67,13743.7647058824,"1999","1","1","3"
"7006",255,68,7650,"1999","1","1","3"
"7007",NA,69,NA,"1999","1","1","3"
"7008",294.980392156863,79,8849.41176470588,"1999","1","1","3"
"7009",1584.25098039216,80,47527.5294117647,"1999","1","1","3"
"7010",580,81,17400,"1999","1","1","3"
"7011",251,82,7530,"1999","1","1","3"
"7012",287,83,8610,"1999","1","1","3"
"7013",60,84,1800,"1999","1","1","3"
"7014",37,85,1110,"1999","1","1","3"
"7015",16,86,480,"1999","1","1","3"
"7016",22.8745098039216,87,686.235294117647,"1999","1","1","3"
"7017",34,88,1020,"1999","1","1","3"
"7018",NA,89,NA,"1999","1","1","3"
"7019",57.1254901960784,94,1713.76470588235,"1999","1","1","3"
"7020",477.874509803922,95,14336.2352941176,"1999","1","1","3"
"7021",528.372549019608,96,15851.1764705882,"1999","1","1","3"
"7022",1510.87843137255,97,45326.3529411765,"1999","1","1","3"
"7023",776,98,23280,"1999","1","1","3"
"7024",732,99,21960,"1999","1","1","3"
"7025",448.250980392157,100,13447.5294117647,"1999","1","1","3"
"7026",273,101,8190,"1999","1","1","3"
"7027",255,102,7650,"1999","1","1","3"
"7028",208,103,6240,"1999","1","1","3"
"7029",59,104,1770,"1999","1","1","3"
"7030",24,108,720,"1999","1","1","3"
"7031",323,109,9690,"1999","1","1","3"
"7032",63.2470588235294,110,1897.41176470588,"1999","1","1","3"
"7033",905.745098039216,111,27172.3529411765,"1999","1","1","3"
"7034",1226,112,36780,"1999","1","1","3"
"7035",1005,113,30150,"1999","1","1","3"
"7036",705.749019607843,114,21172.4705882353,"1999","1","1","3"
"7037",815.749019607843,115,24472.4705882353,"1999","1","1","3"
"7038",732.498039215686,116,21974.9411764706,"1999","1","1","3"
"7039",508.498039215686,117,15254.9411764706,"1999","1","1","3"
"7040",531,118,15930,"1999","1","1","3"
"7041",539,119,16170,"1999","1","1","3"
"7042",3,120,90,"1999","1","1","3"
"7043",NA,121,NA,"1999","1","1","3"
"7044",120.250980392157,122,3607.52941176471,"1999","1","1","3"
"7045",502.360784313726,123,15070.8235294118,"1999","1","1","3"
"7046",325.498039215686,124,9764.94117647059,"1999","1","1","3"
"7047",919.749019607843,125,27592.4705882353,"1999","1","1","3"
"7048",762.749019607843,126,22882.4705882353,"1999","1","1","3"
"7049",476.501960784314,127,14295.0588235294,"1999","1","1","3"
"7050",296.498039215686,128,8894.94117647059,"1999","1","1","3"
"7051",756.121568627451,129,22683.6470588235,"1999","1","1","3"
"7052",312.372549019608,130,9371.17647058824,"1999","1","1","3"
"7053",547,131,16410,"1999","1","1","3"
"7054",141,132,4230,"1999","1","1","3"
"7055",167,133,5010,"1999","1","1","3"
"7056",5,134,150,"1999","1","1","3"
"7057",349.356862745098,136,10480.7058823529,"1999","1","1","3"
"7058",524,137,15720,"1999","1","1","3"
"7059",675,138,20250,"1999","1","1","3"
"7060",467,139,14010,"1999","1","1","3"
"7061",604.619607843137,140,18138.5882352941,"1999","1","1","3"
"7062",870.121568627451,141,26103.6470588235,"1999","1","1","3"
"7063",813.745098039216,142,24412.3529411765,"1999","1","1","3"
"7064",606.498039215686,143,18194.9411764706,"1999","1","1","3"
"7065",1604,144,48120,"1999","1","1","3"
"7066",500.376470588235,145,15011.2941176471,"1999","1","1","3"
"7067",292,146,8760,"1999","1","1","3"
"7068",41,147,1230,"1999","1","1","3"
"7069",102.98431372549,151,3089.52941176471,"1999","1","1","3"
"7070",758,152,22740,"1999","1","1","3"
"7071",612,153,18360,"1999","1","1","3"
"7072",398.243137254902,154,11947.2941176471,"1999","1","1","3"
"7073",427.741176470588,155,12832.2352941176,"1999","1","1","3"
"7074",469,156,14070,"1999","1","1","3"
"7075",334,157,10020,"1999","1","1","3"
"7076",243.250980392157,158,7297.52941176471,"1999","1","1","3"
"7077",693.749019607843,159,20812.4705882353,"1999","1","1","3"
"7078",592.498039215686,160,17774.9411764706,"1999","1","1","3"
"7079",282,161,8460,"1999","1","1","3"
"7080",45,162,1350,"1999","1","1","3"
"7081",160.635294117647,166,4819.05882352941,"1999","1","1","3"
"7082",486,167,14580,"1999","1","1","3"
"7083",527,168,15810,"1999","1","1","3"
"7084",457,169,13710,"1999","1","1","3"
"7085",683,170,20490,"1999","1","1","3"
"7086",572,171,17160,"1999","1","1","3"
"7087",600.078431372549,172,18002.3529411765,"1999","1","1","3"
"7088",372.686274509804,173,11180.5882352941,"1999","1","1","3"
"7089",322.501960784314,174,9675.05882352941,"1999","1","1","3"
"7090",257.372549019608,175,7721.17647058824,"1999","1","1","3"
"7091",71.3725490196078,176,2141.17647058824,"1999","1","1","3"
"7092",28,183,840,"1999","1","1","3"
"7093",194,184,5820,"1999","1","1","3"
"7094",189.996078431373,185,5699.88235294118,"1999","1","1","3"
"7095",35.9960784313726,186,1079.88235294118,"1999","1","1","3"
"7096",NA,3,NA,"1999","2","1","2"
"7097",NA,4,NA,"1999","2","1","2"
"7098",NA,5,NA,"1999","2","1","2"
"7099",NA,6,NA,"1999","2","1","2"
"7100",NA,7,NA,"1999","2","1","2"
"7101",NA,8,NA,"1999","2","1","2"
"7102",NA,9,NA,"1999","2","1","2"
"7103",NA,10,NA,"1999","2","1","2"
"7104",NA,11,NA,"1999","2","1","2"
"7105",NA,19,NA,"1999","2","1","2"
"7106",NA,20,NA,"1999","2","1","2"
"7107",NA,21,NA,"1999","2","1","2"
"7108",NA,22,NA,"1999","2","1","2"
"7109",NA,23,NA,"1999","2","1","2"
"7110",NA,24,NA,"1999","2","1","2"
"7111",NA,25,NA,"1999","2","1","2"
"7112",NA,26,NA,"1999","2","1","2"
"7113",NA,27,NA,"1999","2","1","2"
"7114",NA,35,NA,"1999","2","1","2"
"7115",NA,36,NA,"1999","2","1","2"
"7116",NA,37,NA,"1999","2","1","2"
"7117",NA,38,NA,"1999","2","1","2"
"7118",NA,39,NA,"1999","2","1","2"
"7119",NA,40,NA,"1999","2","1","2"
"7120",NA,41,NA,"1999","2","1","2"
"7121",NA,42,NA,"1999","2","1","2"
"7122",NA,43,NA,"1999","2","1","2"
"7123",NA,49,NA,"1999","2","1","2"
"7124",NA,50,NA,"1999","2","1","2"
"7125",NA,51,NA,"1999","2","1","2"
"7126",NA,52,NA,"1999","2","1","2"
"7127",NA,53,NA,"1999","2","1","2"
"7128",NA,54,NA,"1999","2","1","2"
"7129",NA,55,NA,"1999","2","1","2"
"7130",NA,56,NA,"1999","2","1","2"
"7131",NA,64,NA,"1999","2","1","2"
"7132",NA,65,NA,"1999","2","1","2"
"7133",NA,66,NA,"1999","2","1","2"
"7134",NA,67,NA,"1999","2","1","2"
"7135",NA,68,NA,"1999","2","1","2"
"7136",NA,69,NA,"1999","2","1","2"
"7137",NA,79,NA,"1999","2","1","2"
"7138",NA,80,NA,"1999","2","1","2"
"7139",NA,81,NA,"1999","2","1","2"
"7140",NA,82,NA,"1999","2","1","2"
"7141",NA,83,NA,"1999","2","1","2"
"7142",NA,84,NA,"1999","2","1","2"
"7143",NA,85,NA,"1999","2","1","2"
"7144",NA,86,NA,"1999","2","1","2"
"7145",NA,87,NA,"1999","2","1","2"
"7146",NA,88,NA,"1999","2","1","2"
"7147",NA,89,NA,"1999","2","1","2"
"7148",NA,94,NA,"1999","2","1","2"
"7149",NA,95,NA,"1999","2","1","2"
"7150",NA,96,NA,"1999","2","1","2"
"7151",NA,97,NA,"1999","2","1","2"
"7152",NA,98,NA,"1999","2","1","2"
"7153",NA,99,NA,"1999","2","1","2"
"7154",NA,100,NA,"1999","2","1","2"
"7155",NA,101,NA,"1999","2","1","2"
"7156",NA,102,NA,"1999","2","1","2"
"7157",NA,103,NA,"1999","2","1","2"
"7158",NA,104,NA,"1999","2","1","2"
"7159",NA,108,NA,"1999","2","1","2"
"7160",NA,109,NA,"1999","2","1","2"
"7161",NA,110,NA,"1999","2","1","2"
"7162",NA,111,NA,"1999","2","1","2"
"7163",NA,112,NA,"1999","2","1","2"
"7164",NA,113,NA,"1999","2","1","2"
"7165",NA,114,NA,"1999","2","1","2"
"7166",NA,115,NA,"1999","2","1","2"
"7167",NA,116,NA,"1999","2","1","2"
"7168",NA,117,NA,"1999","2","1","2"
"7169",NA,118,NA,"1999","2","1","2"
"7170",NA,119,NA,"1999","2","1","2"
"7171",NA,120,NA,"1999","2","1","2"
"7172",NA,121,NA,"1999","2","1","2"
"7173",NA,122,NA,"1999","2","1","2"
"7174",NA,123,NA,"1999","2","1","2"
"7175",NA,124,NA,"1999","2","1","2"
"7176",NA,125,NA,"1999","2","1","2"
"7177",NA,126,NA,"1999","2","1","2"
"7178",NA,127,NA,"1999","2","1","2"
"7179",NA,128,NA,"1999","2","1","2"
"7180",NA,129,NA,"1999","2","1","2"
"7181",NA,130,NA,"1999","2","1","2"
"7182",NA,131,NA,"1999","2","1","2"
"7183",NA,132,NA,"1999","2","1","2"
"7184",NA,133,NA,"1999","2","1","2"
"7185",NA,134,NA,"1999","2","1","2"
"7186",NA,136,NA,"1999","2","1","2"
"7187",NA,137,NA,"1999","2","1","2"
"7188",NA,138,NA,"1999","2","1","2"
"7189",NA,139,NA,"1999","2","1","2"
"7190",NA,140,NA,"1999","2","1","2"
"7191",NA,141,NA,"1999","2","1","2"
"7192",NA,142,NA,"1999","2","1","2"
"7193",NA,143,NA,"1999","2","1","2"
"7194",NA,144,NA,"1999","2","1","2"
"7195",NA,145,NA,"1999","2","1","2"
"7196",NA,146,NA,"1999","2","1","2"
"7197",NA,147,NA,"1999","2","1","2"
"7198",NA,151,NA,"1999","2","1","2"
"7199",NA,152,NA,"1999","2","1","2"
"7200",NA,153,NA,"1999","2","1","2"
"7201",NA,154,NA,"1999","2","1","2"
"7202",NA,155,NA,"1999","2","1","2"
"7203",NA,156,NA,"1999","2","1","2"
"7204",NA,157,NA,"1999","2","1","2"
"7205",NA,158,NA,"1999","2","1","2"
"7206",NA,159,NA,"1999","2","1","2"
"7207",NA,160,NA,"1999","2","1","2"
"7208",NA,161,NA,"1999","2","1","2"
"7209",NA,162,NA,"1999","2","1","2"
"7210",NA,166,NA,"1999","2","1","2"
"7211",NA,167,NA,"1999","2","1","2"
"7212",NA,168,NA,"1999","2","1","2"
"7213",NA,169,NA,"1999","2","1","2"
"7214",NA,170,NA,"1999","2","1","2"
"7215",NA,171,NA,"1999","2","1","2"
"7216",NA,172,NA,"1999","2","1","2"
"7217",NA,173,NA,"1999","2","1","2"
"7218",NA,174,NA,"1999","2","1","2"
"7219",NA,175,NA,"1999","2","1","2"
"7220",NA,176,NA,"1999","2","1","2"
"7221",NA,183,NA,"1999","2","1","2"
"7222",NA,184,NA,"1999","2","1","2"
"7223",NA,185,NA,"1999","2","1","2"
"7224",NA,186,NA,"1999","2","1","2"
"7225",NA,3,NA,"1999","3","2","1"
"7226",NA,4,NA,"1999","3","2","1"
"7227",NA,5,NA,"1999","3","2","1"
"7228",NA,6,NA,"1999","3","2","1"
"7229",NA,7,NA,"1999","3","2","1"
"7230",NA,8,NA,"1999","3","2","1"
"7231",NA,9,NA,"1999","3","2","1"
"7232",NA,10,NA,"1999","3","2","1"
"7233",NA,11,NA,"1999","3","2","1"
"7234",NA,19,NA,"1999","3","2","1"
"7235",NA,20,NA,"1999","3","2","1"
"7236",NA,21,NA,"1999","3","2","1"
"7237",NA,22,NA,"1999","3","2","1"
"7238",NA,23,NA,"1999","3","2","1"
"7239",NA,24,NA,"1999","3","2","1"
"7240",NA,25,NA,"1999","3","2","1"
"7241",NA,26,NA,"1999","3","2","1"
"7242",NA,27,NA,"1999","3","2","1"
"7243",NA,35,NA,"1999","3","2","1"
"7244",NA,36,NA,"1999","3","2","1"
"7245",NA,37,NA,"1999","3","2","1"
"7246",NA,38,NA,"1999","3","2","1"
"7247",NA,39,NA,"1999","3","2","1"
"7248",NA,40,NA,"1999","3","2","1"
"7249",NA,41,NA,"1999","3","2","1"
"7250",NA,42,NA,"1999","3","2","1"
"7251",NA,43,NA,"1999","3","2","1"
"7252",NA,49,NA,"1999","3","2","1"
"7253",NA,50,NA,"1999","3","2","1"
"7254",NA,51,NA,"1999","3","2","1"
"7255",NA,52,NA,"1999","3","2","1"
"7256",NA,53,NA,"1999","3","2","1"
"7257",NA,54,NA,"1999","3","2","1"
"7258",NA,55,NA,"1999","3","2","1"
"7259",NA,56,NA,"1999","3","2","1"
"7260",NA,64,NA,"1999","3","2","1"
"7261",NA,65,NA,"1999","3","2","1"
"7262",NA,66,NA,"1999","3","2","1"
"7263",NA,67,NA,"1999","3","2","1"
"7264",NA,68,NA,"1999","3","2","1"
"7265",NA,69,NA,"1999","3","2","1"
"7266",NA,79,NA,"1999","3","2","1"
"7267",NA,80,NA,"1999","3","2","1"
"7268",NA,81,NA,"1999","3","2","1"
"7269",NA,82,NA,"1999","3","2","1"
"7270",NA,83,NA,"1999","3","2","1"
"7271",NA,84,NA,"1999","3","2","1"
"7272",NA,85,NA,"1999","3","2","1"
"7273",NA,86,NA,"1999","3","2","1"
"7274",NA,87,NA,"1999","3","2","1"
"7275",NA,88,NA,"1999","3","2","1"
"7276",NA,89,NA,"1999","3","2","1"
"7277",NA,94,NA,"1999","3","2","1"
"7278",NA,95,NA,"1999","3","2","1"
"7279",NA,96,NA,"1999","3","2","1"
"7280",NA,97,NA,"1999","3","2","1"
"7281",NA,98,NA,"1999","3","2","1"
"7282",NA,99,NA,"1999","3","2","1"
"7283",NA,100,NA,"1999","3","2","1"
"7284",NA,101,NA,"1999","3","2","1"
"7285",NA,102,NA,"1999","3","2","1"
"7286",NA,103,NA,"1999","3","2","1"
"7287",NA,104,NA,"1999","3","2","1"
"7288",NA,108,NA,"1999","3","2","1"
"7289",NA,109,NA,"1999","3","2","1"
"7290",NA,110,NA,"1999","3","2","1"
"7291",NA,111,NA,"1999","3","2","1"
"7292",NA,112,NA,"1999","3","2","1"
"7293",NA,113,NA,"1999","3","2","1"
"7294",NA,114,NA,"1999","3","2","1"
"7295",NA,115,NA,"1999","3","2","1"
"7296",NA,116,NA,"1999","3","2","1"
"7297",NA,117,NA,"1999","3","2","1"
"7298",NA,118,NA,"1999","3","2","1"
"7299",NA,119,NA,"1999","3","2","1"
"7300",NA,120,NA,"1999","3","2","1"
"7301",NA,121,NA,"1999","3","2","1"
"7302",NA,122,NA,"1999","3","2","1"
"7303",NA,123,NA,"1999","3","2","1"
"7304",NA,124,NA,"1999","3","2","1"
"7305",NA,125,NA,"1999","3","2","1"
"7306",NA,126,NA,"1999","3","2","1"
"7307",NA,127,NA,"1999","3","2","1"
"7308",NA,128,NA,"1999","3","2","1"
"7309",NA,129,NA,"1999","3","2","1"
"7310",NA,130,NA,"1999","3","2","1"
"7311",NA,131,NA,"1999","3","2","1"
"7312",NA,132,NA,"1999","3","2","1"
"7313",NA,133,NA,"1999","3","2","1"
"7314",NA,134,NA,"1999","3","2","1"
"7315",NA,136,NA,"1999","3","2","1"
"7316",NA,137,NA,"1999","3","2","1"
"7317",NA,138,NA,"1999","3","2","1"
"7318",NA,139,NA,"1999","3","2","1"
"7319",NA,140,NA,"1999","3","2","1"
"7320",NA,141,NA,"1999","3","2","1"
"7321",NA,142,NA,"1999","3","2","1"
"7322",NA,143,NA,"1999","3","2","1"
"7323",NA,144,NA,"1999","3","2","1"
"7324",NA,145,NA,"1999","3","2","1"
"7325",NA,146,NA,"1999","3","2","1"
"7326",NA,147,NA,"1999","3","2","1"
"7327",NA,151,NA,"1999","3","2","1"
"7328",NA,152,NA,"1999","3","2","1"
"7329",NA,153,NA,"1999","3","2","1"
"7330",NA,154,NA,"1999","3","2","1"
"7331",NA,155,NA,"1999","3","2","1"
"7332",NA,156,NA,"1999","3","2","1"
"7333",NA,157,NA,"1999","3","2","1"
"7334",NA,158,NA,"1999","3","2","1"
"7335",NA,159,NA,"1999","3","2","1"
"7336",NA,160,NA,"1999","3","2","1"
"7337",NA,161,NA,"1999","3","2","1"
"7338",NA,162,NA,"1999","3","2","1"
"7339",NA,166,NA,"1999","3","2","1"
"7340",NA,167,NA,"1999","3","2","1"
"7341",NA,168,NA,"1999","3","2","1"
"7342",NA,169,NA,"1999","3","2","1"
"7343",NA,170,NA,"1999","3","2","1"
"7344",NA,171,NA,"1999","3","2","1"
"7345",NA,172,NA,"1999","3","2","1"
"7346",NA,173,NA,"1999","3","2","1"
"7347",NA,174,NA,"1999","3","2","1"
"7348",NA,175,NA,"1999","3","2","1"
"7349",NA,176,NA,"1999","3","2","1"
"7350",NA,183,NA,"1999","3","2","1"
"7351",NA,184,NA,"1999","3","2","1"
"7352",NA,185,NA,"1999","3","2","1"
"7353",NA,186,NA,"1999","3","2","1"
"7354",4,3,120,"1999","4","2","3"
"7355",14,4,420,"1999","4","2","3"
"7356",16,5,480,"1999","4","2","3"
"7357",26,6,780,"1999","4","2","3"
"7358",14,7,420,"1999","4","2","3"
"7359",5,8,150,"1999","4","2","3"
"7360",NA,9,NA,"1999","4","2","3"
"7361",NA,10,NA,"1999","4","2","3"
"7362",NA,11,NA,"1999","4","2","3"
"7363",4,19,120,"1999","4","2","3"
"7364",24,20,720,"1999","4","2","3"
"7365",19,21,570,"1999","4","2","3"
"7366",20,22,600,"1999","4","2","3"
"7367",25,23,750,"1999","4","2","3"
"7368",6,24,180,"1999","4","2","3"
"7369",19,25,570,"1999","4","2","3"
"7370",12,26,360,"1999","4","2","3"
"7371",4,27,120,"1999","4","2","3"
"7372",12,35,360,"1999","4","2","3"
"7373",11,36,330,"1999","4","2","3"
"7374",3,37,90,"1999","4","2","3"
"7375",6,38,180,"1999","4","2","3"
"7376",6,39,180,"1999","4","2","3"
"7377",21,40,630,"1999","4","2","3"
"7378",5,41,150,"1999","4","2","3"
"7379",0.250980392156863,42,7.52941176470588,"1999","4","2","3"
"7380",NA,43,NA,"1999","4","2","3"
"7381",2,49,60,"1999","4","2","3"
"7382",28,50,840,"1999","4","2","3"
"7383",16.1254901960784,51,483.764705882353,"1999","4","2","3"
"7384",13,52,390,"1999","4","2","3"
"7385",18,53,540,"1999","4","2","3"
"7386",14,54,420,"1999","4","2","3"
"7387",4,55,120,"1999","4","2","3"
"7388",NA,56,NA,"1999","4","2","3"
"7389",1,64,30,"1999","4","2","3"
"7390",39,65,1170,"1999","4","2","3"
"7391",34.8745098039216,66,1046.23529411765,"1999","4","2","3"
"7392",28,67,840,"1999","4","2","3"
"7393",11,68,330,"1999","4","2","3"
"7394",NA,69,NA,"1999","4","2","3"
"7395",32,79,960,"1999","4","2","3"
"7396",54,80,1620,"1999","4","2","3"
"7397",29,81,870,"1999","4","2","3"
"7398",20,82,600,"1999","4","2","3"
"7399",18,83,540,"1999","4","2","3"
"7400",13,84,390,"1999","4","2","3"
"7401",NA,85,NA,"1999","4","2","3"
"7402",4,86,120,"1999","4","2","3"
"7403",2,87,60,"1999","4","2","3"
"7404",NA,88,NA,"1999","4","2","3"
"7405",NA,89,NA,"1999","4","2","3"
"7406",4,94,120,"1999","4","2","3"
"7407",37,95,1110,"1999","4","2","3"
"7408",8,96,240,"1999","4","2","3"
"7409",21,97,630,"1999","4","2","3"
"7410",13,98,390,"1999","4","2","3"
"7411",11,99,330,"1999","4","2","3"
"7412",23,100,690,"1999","4","2","3"
"7413",10,101,300,"1999","4","2","3"
"7414",9,102,270,"1999","4","2","3"
"7415",5,103,150,"1999","4","2","3"
"7416",NA,104,NA,"1999","4","2","3"
"7417",2,108,60,"1999","4","2","3"
"7418",13,109,390,"1999","4","2","3"
"7419",2,110,60,"1999","4","2","3"
"7420",25,111,750,"1999","4","2","3"
"7421",14,112,420,"1999","4","2","3"
"7422",12,113,360,"1999","4","2","3"
"7423",7,114,210,"1999","4","2","3"
"7424",10,115,300,"1999","4","2","3"
"7425",20,116,600,"1999","4","2","3"
"7426",7,117,210,"1999","4","2","3"
"7427",23.4980392156863,118,704.941176470588,"1999","4","2","3"
"7428",10.5019607843137,119,315.058823529412,"1999","4","2","3"
"7429",NA,120,NA,"1999","4","2","3"
"7430",NA,121,NA,"1999","4","2","3"
"7431",NA,122,NA,"1999","4","2","3"
"7432",10,123,300,"1999","4","2","3"
"7433",9,124,270,"1999","4","2","3"
"7434",28,125,840,"1999","4","2","3"
"7435",18,126,540,"1999","4","2","3"
"7436",2,127,60,"1999","4","2","3"
"7437",6,128,180,"1999","4","2","3"
"7438",7,129,210,"1999","4","2","3"
"7439",6,130,180,"1999","4","2","3"
"7440",7,131,210,"1999","4","2","3"
"7441",2,132,60,"1999","4","2","3"
"7442",2,133,60,"1999","4","2","3"
"7443",NA,134,NA,"1999","4","2","3"
"7444",7,136,210,"1999","4","2","3"
"7445",36,137,1080,"1999","4","2","3"
"7446",29,138,870,"1999","4","2","3"
"7447",10,139,300,"1999","4","2","3"
