system:index,groups,label,.geo
2,"[{classification=0, sum=0.0}, {classification=1, sum=38.0}, {classification=2, sum=2.0}, {classification=3, sum=307716.74117646896}, {classification=4, sum=25957.427450980365}, {classification=5, sum=14301.254901960785}, {classification=6, sum=1578.9882352941177}]",3,"{""type"":""Polygon"",""coordinates"":[[[20.97139,56.00624959587458],[21.556105082644528,56.00624959587458],[21.556105082644528,56.17751439381187],[20.97139,56.17751439381187],[20.97139,56.00624959587458]]]}"
3,"[{classification=0, sum=0.0}, {classification=1, sum=280.7803921568627}, {classification=2, sum=48.0}, {classification=3, sum=828961.9647058807}, {classification=4, sum=63322.41568627453}, {classification=5, sum=9963.117647058822}, {classification=6, sum=4881.505882352942}]",4,"{""type"":""Polygon"",""coordinates"":[[[20.97139,56.17751439381187],[21.556105082644528,56.17751439381187],[21.556105082644528,56.34877919174916],[20.97139,56.34877919174916],[20.97139,56.17751439381187]]]}"
4,"[{classification=0, sum=0.0}, {classification=1, sum=694.7411764705882}, {classification=2, sum=28.0}, {classification=3, sum=1272545.3411764656}, {classification=4, sum=187885.6470588236}, {classification=5, sum=11308.411764705881}, {classification=6, sum=91820.28235294117}]",5,"{""type"":""Polygon"",""coordinates"":[[[20.97139,56.34877919174916],[21.556105082644528,56.34877919174916],[21.556105082644528,56.52004398968645],[20.97139,56.52004398968645],[20.97139,56.34877919174916]]]}"
5,"[{classification=0, sum=0.0}, {classification=1, sum=430.61176470588236}, {classification=2, sum=44.0}, {classification=3, sum=1877317.9411764573}, {classification=4, sum=114373.34901960817}, {classification=5, sum=26535.039215686273}, {classification=6, sum=40032.91764705895}]",6,"{""type"":""Polygon"",""coordinates"":[[[20.97139,56.52004398968645],[21.556105082644528,56.52004398968645],[21.556105082644528,56.69130878762374],[20.97139,56.69130878762374],[20.97139,56.52004398968645]]]}"
6,"[{classification=0, sum=0.0}, {classification=1, sum=268.37254901960785}, {classification=2, sum=16.0}, {classification=3, sum=824685.529411765}, {classification=4, sum=59445.00392156863}, {classification=5, sum=24495.960784313724}, {classification=6, sum=2572.752941176471}]",7,"{""type"":""Polygon"",""coordinates"":[[[20.97139,56.69130878762374],[21.556105082644528,56.69130878762374],[21.556105082644528,56.86257358556103],[20.97139,56.86257358556103],[20.97139,56.69130878762374]]]}"
7,"[{classification=0, sum=0.0}, {classification=1, sum=124.37647058823529}, {classification=2, sum=16.0}, {classification=3, sum=271078.0235294119}, {classification=4, sum=36963.84313725488}, {classification=5, sum=4006.235294117647}, {classification=6, sum=1714.8235294117649}]",8,"{""type"":""Polygon"",""coordinates"":[[[20.97139,56.86257358556103],[21.556105082644528,56.86257358556103],[21.556105082644528,57.03383838349832],[20.97139,57.03383838349832],[20.97139,56.86257358556103]]]}"
8,"[{classification=0, sum=0.0}, {classification=1, sum=218.12549019607843}, {classification=2, sum=12.0}, {classification=3, sum=279544.52941176476}, {classification=4, sum=32862.21176470581}, {classification=5, sum=2243.7254901960787}, {classification=6, sum=2224.9411764705883}]",9,"{""type"":""Polygon"",""coordinates"":[[[20.97139,57.03383838349832],[21.556105082644528,57.03383838349832],[21.556105082644528,57.20510318143561],[20.97139,57.20510318143561],[20.97139,57.03383838349832]]]}"
9,"[{classification=0, sum=0.0}, {classification=1, sum=99.0}, {classification=2, sum=10.0}, {classification=3, sum=232184.57647058828}, {classification=4, sum=22655.121568627437}, {classification=5, sum=21172.49019607843}, {classification=6, sum=4216.611764705883}]",10,"{""type"":""Polygon"",""coordinates"":[[[20.97139,57.20510318143561],[21.556105082644528,57.20510318143561],[21.556105082644528,57.3763679793729],[20.97139,57.3763679793729],[20.97139,57.20510318143561]]]}"
10,"[{classification=0, sum=0.0}, {classification=3, sum=8408.905882352932}, {classification=4, sum=10767.890196078415}, {classification=5, sum=243.72549019607845}, {classification=6, sum=7765.2705882352975}]",11,"{""type"":""Polygon"",""coordinates"":[[[20.97139,57.3763679793729],[21.556105082644528,57.3763679793729],[21.556105082644528,57.54763277731019],[20.97139,57.54763277731019],[20.97139,57.3763679793729]]]}"
18,"[{classification=0, sum=0.0}, {classification=1, sum=84.41176470588235}, {classification=2, sum=4.0}, {classification=3, sum=62773.52941176486}, {classification=4, sum=4569.427450980392}, {classification=5, sum=145.0}, {classification=6, sum=432.0}]",19,"{""type"":""Polygon"",""coordinates"":[[[21.556105082644528,56.17751439381187],[22.140820165289057,56.17751439381187],[22.140820165289057,56.34877919174916],[21.556105082644528,56.34877919174916],[21.556105082644528,56.17751439381187]]]}"
